threshold,test_f1,test_precision,test_recall,test_fpr,localhost_eval_fp,localhost_eval_fpr
2.424232,0.0,0.0,0.0,0.0,0,0.0
2.429239,0.0,0.0,0.0,0.0,0,0.0
2.434245,0.0,0.0,0.0,0.0,0,0.0
2.439252,0.0,0.0,0.0,0.0,0,0.0
2.444259,0.0,0.0,0.0,0.0,0,0.0
2.449265,0.0,0.0,0.0,0.0,0,0.0
2.454272,0.0,0.0,0.0,0.0,0,0.0
2.459279,0.0,0.0,0.0,0.0,0,0.0
2.464285,0.0,0.0,0.0,0.0,0,0.0
2.469292,0.0,0.0,0.0,0.0,0,0.0
2.474299,0.0,0.0,0.0,0.0,0,0.0
2.479306,0.0,0.0,0.0,0.0,0,0.0
2.484312,0.0,0.0,0.0,0.0,0,0.0
2.489319,0.0,0.0,0.0,0.0,0,0.0
2.494326,0.0,0.0,0.0,0.0,0,0.0
2.499332,0.0,0.0,0.0,0.0,0,0.0
2.504339,0.0,0.0,0.0,0.0,0,0.0
2.509346,0.0,0.0,0.0,0.0,0,0.0
2.514352,0.0,0.0,0.0,0.0,0,0.0
2.519359,0.0,0.0,0.0,0.0,0,0.0
2.524366,0.0,0.0,0.0,0.0,0,0.0
2.529372,0.0,0.0,0.0,0.0,0,0.0
2.534379,0.0,0.0,0.0,0.0,0,0.0
2.539386,0.0,0.0,0.0,0.0,0,0.0
2.544392,0.0,0.0,0.0,0.0,0,0.0
2.549399,0.0,0.0,0.0,0.0,0,0.0
2.554406,0.0,0.0,0.0,0.0,0,0.0
2.559412,0.0,0.0,0.0,0.0,0,0.0
2.564419,0.0,0.0,0.0,0.0,0,0.0
2.569426,0.0,0.0,0.0,0.0,0,0.0
2.574432,0.0,0.0,0.0,0.0,0,0.0
2.579439,0.0,0.0,0.0,0.0,0,0.0
2.584446,0.0,0.0,0.0,0.0,0,0.0
2.589452,0.0,0.0,0.0,0.0,0,0.0
2.594459,0.0,0.0,0.0,0.0,0,0.0
2.599466,0.0,0.0,0.0,0.0,0,0.0
2.604472,0.0,0.0,0.0,0.0,0,0.0
2.609479,0.0,0.0,0.0,0.0,0,0.0
2.614486,0.0,0.0,0.0,0.0,0,0.0
2.619492,0.0,0.0,0.0,0.0,0,0.0
2.624499,0.0,0.0,0.0,0.0,0,0.0
2.629506,0.0,0.0,0.0,0.0,0,0.0
2.634513,0.0,0.0,0.0,0.0,0,0.0
2.639519,0.0,0.0,0.0,0.0,0,0.0
2.644526,0.0,0.0,0.0,0.0,0,0.0
2.649533,0.0,0.0,0.0,0.0,0,0.0
2.654539,0.0,0.0,0.0,0.0,0,0.0
2.659546,0.0,0.0,0.0,0.0,0,0.0
2.664553,0.0,0.0,0.0,0.0,0,0.0
2.669559,0.0,0.0,0.0,0.0,0,0.0
2.674566,0.0,0.0,0.0,0.0,0,0.0
2.679573,0.0,0.0,0.0,0.0,0,0.0
2.684579,0.0,0.0,0.0,0.0,0,0.0
2.689586,0.0,0.0,0.0,0.0,0,0.0
2.694593,0.0,0.0,0.0,0.0,0,0.0
2.699599,0.0,0.0,0.0,0.0,0,0.0
2.704606,0.0,0.0,0.0,0.0,0,0.0
2.709613,0.0,0.0,0.0,0.0,0,0.0
2.714619,0.0,0.0,0.0,0.0,0,0.0
2.719626,0.0,0.0,0.0,0.0,0,0.0
2.724633,0.0,0.0,0.0,0.0,0,0.0
2.729639,0.0,0.0,0.0,0.0,0,0.0
2.734646,0.0,0.0,0.0,0.0,0,0.0
2.739653,0.0,0.0,0.0,0.0,0,0.0
2.744659,0.0,0.0,0.0,0.0,0,0.0
2.749666,0.0,0.0,0.0,0.0,0,0.0
2.754673,0.0,0.0,0.0,0.0,0,0.0
2.759679,0.0,0.0,0.0,0.0,0,0.0
2.764686,0.0,0.0,0.0,0.0,0,0.0
2.769693,0.0,0.0,0.0,0.0,0,0.0
2.774699,0.0,0.0,0.0,0.0,0,0.0
2.779706,0.0,0.0,0.0,0.0,0,0.0
2.784713,0.0,0.0,0.0,0.0,0,0.0
2.78972,0.0,0.0,0.0,0.0,0,0.0
2.794726,0.0,0.0,0.0,0.0,0,0.0
2.799733,0.0,0.0,0.0,0.0,0,0.0
2.80474,0.0,0.0,0.0,0.0,0,0.0
2.809746,0.0,0.0,0.0,0.0,0,0.0
2.814753,0.0,0.0,0.0,0.0,0,0.0
2.81976,0.0,0.0,0.0,0.0,0,0.0
2.824766,0.0,0.0,0.0,0.0,0,0.0
2.829773,0.0,0.0,0.0,0.0,0,0.0
2.83478,0.0,0.0,0.0,0.0,0,0.0
2.839786,0.0,0.0,0.0,0.0,0,0.0
2.844793,0.0,0.0,0.0,0.0,0,0.0
2.8498,0.0,0.0,0.0,0.0,0,0.0
2.854806,0.0,0.0,0.0,0.0,0,0.0
2.859813,0.0,0.0,0.0,0.0,0,0.0
2.86482,0.0,0.0,0.0,0.0,0,0.0
2.869826,0.0,0.0,0.0,0.0,0,0.0
2.874833,0.0,0.0,0.0,0.0,0,0.0
2.87984,0.0,0.0,0.0,0.0,0,0.0
2.884846,0.0,0.0,0.0,0.0,0,0.0
2.889853,0.0,0.0,0.0,0.0,0,0.0
2.89486,0.0,0.0,0.0,0.0,0,0.0
2.899866,0.0,0.0,0.0,0.0,0,0.0
2.904873,0.0,0.0,0.0,0.0,0,0.0
2.90988,0.0,0.0,0.0,0.0,0,0.0
2.914886,0.0,0.0,0.0,0.0,0,0.0
2.919893,0.0,0.0,0.0,0.0,0,0.0
2.9249,0.0,0.0,0.0,0.0,0,0.0
2.929907,0.0,0.0,0.0,0.0,0,0.0
2.934913,0.0,0.0,0.0,0.0,0,0.0
2.93992,0.0,0.0,0.0,0.0,0,0.0
2.944927,0.0,0.0,0.0,0.0,0,0.0
2.949933,0.0,0.0,0.0,0.0,0,0.0
2.95494,0.0,0.0,0.0,0.0,0,0.0
2.959947,0.0,0.0,0.0,0.0,0,0.0
2.964953,0.0,0.0,0.0,0.0,0,0.0
2.96996,0.0,0.0,0.0,0.0,0,0.0
2.974967,0.0,0.0,0.0,0.0,0,0.0
2.979973,0.0,0.0,0.0,0.0,0,0.0
2.98498,0.0,0.0,0.0,0.0,0,0.0
2.989987,0.0,0.0,0.0,0.0,0,0.0
2.994993,0.0,0.0,0.0,0.0,0,0.0
3.0,0.0,0.0,0.0,0.0,0,0.0
