anomaly_row_id,base_record_id,anomaly_type,source_dataset,source_split,mutation_description
40,synth_3901,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
41,synth_8193,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
42,synth_6450,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
43,synth_5481,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
44,synth_2932,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
45,synth_8826,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
46,synth_70,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
47,synth_2817,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
48,synth_589,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
49,synth_7968,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
50,synth_3145,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
51,synth_9279,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
52,synth_6426,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
53,synth_2232,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
54,synth_8827,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
55,synth_12289,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
56,synth_4022,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
57,synth_11740,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
58,synth_3344,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
59,synth_1096,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
60,synth_9936,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
61,synth_14782,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
62,synth_10654,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
63,synth_3207,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
64,synth_8723,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
65,synth_201,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
66,synth_13210,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
67,synth_11425,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
68,synth_14359,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
69,synth_1263,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
70,synth_9597,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
71,synth_11355,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
72,synth_5811,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
73,synth_2994,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
74,synth_10544,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
75,synth_506,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
76,synth_8098,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
77,synth_7246,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
78,synth_7953,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
79,synth_2482,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
80,synth_7322,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
81,synth_13774,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
82,synth_14127,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
83,synth_3583,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
84,synth_4928,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
85,synth_4984,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
86,synth_4649,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
87,synth_13297,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
88,synth_10576,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
89,synth_13221,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
90,synth_11810,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
91,synth_10804,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
92,synth_4752,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
93,synth_10469,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
94,synth_7277,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
95,synth_7057,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
96,synth_4922,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
97,synth_8013,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
98,synth_12168,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
99,synth_7093,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
100,synth_3939,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
101,synth_12335,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
102,synth_13055,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
103,synth_11697,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
104,synth_1562,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
105,synth_6827,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
106,synth_8090,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
107,synth_3881,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
108,synth_4347,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
109,synth_9849,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
110,synth_2506,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
111,synth_8459,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
112,synth_10865,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
113,synth_14683,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
114,synth_12348,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
115,synth_7756,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
116,synth_11435,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
117,synth_5897,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
118,synth_8296,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
119,synth_186,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
120,synth_2999,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
121,synth_4465,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
122,synth_4483,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
123,synth_957,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
124,synth_12844,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
125,synth_8767,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
126,synth_9995,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
127,synth_11274,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
128,synth_1983,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
129,synth_8232,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
130,synth_2995,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
131,synth_11508,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
132,synth_4722,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
133,synth_7175,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
134,synth_1909,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
135,synth_12175,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
136,synth_9921,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
137,synth_3771,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
138,synth_10690,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
139,synth_12763,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
140,synth_10281,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
141,synth_12722,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
142,synth_2841,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
143,synth_10983,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
144,synth_5047,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
145,synth_10501,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
146,synth_8020,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
147,synth_5590,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
148,synth_9655,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
149,synth_3317,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
150,synth_2414,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
151,synth_853,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
152,synth_5854,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
153,synth_2508,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
154,synth_5531,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
155,synth_10307,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
156,synth_3012,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
157,synth_12080,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
158,synth_11339,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
159,synth_5397,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
160,synth_11367,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
161,synth_9199,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
162,synth_689,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
163,synth_7070,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
164,synth_14765,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
165,synth_8768,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
166,synth_4138,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
167,synth_3374,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
168,synth_9165,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
169,synth_14722,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
170,synth_4810,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
171,synth_7984,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
172,synth_1369,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
173,synth_6452,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
174,synth_1095,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
175,synth_14259,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
176,synth_12067,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
177,synth_2204,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
178,synth_4612,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
179,synth_7999,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
180,synth_9648,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
181,synth_8084,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
182,synth_11517,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
183,synth_12611,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
184,synth_4358,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
185,synth_12177,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
186,synth_11013,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
187,synth_12271,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
188,synth_7096,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
189,synth_9414,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
190,synth_5711,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
191,synth_7016,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
192,synth_12480,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
193,synth_9103,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
194,synth_6281,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
195,synth_7612,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
196,synth_3900,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
197,synth_2906,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
198,synth_1414,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
199,synth_11821,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
200,synth_12188,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
201,synth_13403,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
202,synth_11322,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
203,synth_113,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
204,synth_12466,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
205,synth_8979,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
206,synth_1883,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
207,synth_9210,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
208,synth_7728,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
209,synth_14658,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
210,synth_2751,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
211,synth_13575,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
212,synth_1899,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
213,synth_3691,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
214,synth_3878,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
215,synth_7098,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
216,synth_14120,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
217,synth_5258,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
218,synth_7761,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
219,synth_7706,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
220,synth_1129,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
221,synth_5208,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
222,synth_501,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
223,synth_12958,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
224,synth_394,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
225,synth_12734,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
226,synth_2780,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
227,synth_8626,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
228,synth_4670,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
229,synth_8121,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
230,synth_4678,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
231,synth_10649,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
232,synth_12510,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
233,synth_10078,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
234,synth_14668,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
235,synth_1662,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
236,synth_1474,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
237,synth_14709,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
238,synth_1647,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
239,synth_13455,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
