epoch,train_total,train_reconstruction,train_kl,validation_normal_total,validation_normal_reconstruction,validation_normal_kl
81,0.023596735493625915,0.01994896061207567,3.647774782562256,0.01064280028268695,0.007030479144304991,3.612321138381958
82,0.023405995976499148,0.01974137689088072,3.6646188769204278,0.012134301818907262,0.008474909700453281,3.6593921184539795
83,0.022998326043571743,0.01933793837896415,3.6603874534606935,0.011049657948315143,0.007452552206814289,3.5971057415008545
84,0.02339136905499867,0.019739035153814723,3.6523337247576033,0.010601707730442285,0.006962297949939966,3.6394097805023193
85,0.023420008976544653,0.019767159993733678,3.652848811830793,0.010088819745928049,0.006503830198198557,3.584989547729492
86,0.022867557477099554,0.01921750432082585,3.650052982221331,0.011566350691020489,0.007999847643077374,3.5665030479431152
87,0.02326696834904807,0.019645591192586083,3.6213770275660924,0.010636728756129742,0.0070597929880023,3.5769357681274414
88,0.022787909517969406,0.019158776794161114,3.6291325698307584,0.010883159048855305,0.007289414294064045,3.5937447547912598
89,0.022871649725096567,0.01924382641996656,3.6278231480189733,0.010954729709774257,0.007342918310314417,3.611811399459839
90,0.02200538854258401,0.018350710015211786,3.654678390557425,0.010388955805450678,0.0068012685514986515,3.5876872539520264
91,0.022615556900841847,0.01899044957458973,3.6251071731022426,0.011843344315886498,0.008253788575530052,3.5895557403564453
92,0.022083232416425434,0.018466056602767535,3.617175613893781,0.010442637708038091,0.006907918956130743,3.5347187519073486
93,0.02142843412373747,0.017807877964632852,3.6205559205191475,0.011846892155706883,0.008291014470160007,3.555877685546875
94,0.021721618376885143,0.018135761378918376,3.585856802858625,0.011572130471467972,0.008064169436693192,3.5079610347747803
95,0.021416758211169923,0.017823487337997983,3.5932707462855746,0.012626061499118805,0.009067393839359283,3.5586676597595215
96,0.021178986974486284,0.01756316879434245,3.6158179937090194,0.011217900451272727,0.007645947393029928,3.571953058242798
97,0.021801370357189858,0.018175745883584022,3.625624336024693,0.010529313623905183,0.00698447972536087,3.5448338985443115
98,0.02162479831831796,0.018014881667494775,3.6099164336613248,0.012205368779599667,0.008653043769299984,3.5523250102996826
99,0.020900246381759642,0.01728871660232544,3.611529610988072,0.011271801766008139,0.007676807697862387,3.594994068145752
100,0.021476231944561004,0.017877509932858603,3.5987218615395684,0.01162632741034031,0.008084142580628395,3.542184829711914
