timestamp,session_id,user_id,username,role,activity,status,ip_address,device,duration_ms,object_count,risk_level,anomaly_type
2025-01-01 10:40:33,S541D013617D8EA64,80,gilangpratama,User,Cari Berkas,Berhasil,66.199.90.80,PC Windows,848,8,Low,ip_berubah
2025-01-01 10:41:12,S541D013617D8EA64,80,gilangpratama,User,Logout,Berhasil,192.168.1.58,PC Windows,298,1,Normal,Normal
2025-01-01 10:53:06,S185DF528B4258E19,26,Reni_muharni,User,Login,Gagal,192.168.1.109,iPhone,763,1,Normal,Normal
2025-01-01 10:55:18,S185DF528B4258E19,26,Reni_muharni,User,Lihat Perkara,Berhasil,192.168.1.109,iPhone,576,1,Normal,Normal
2025-01-01 10:55:47,S185DF528B4258E19,26,Reni_muharni,User,Cari Berkas,Berhasil,192.168.1.109,iPhone,3314,2,Normal,Normal
2025-01-01 10:56:30,S185DF528B4258E19,26,Reni_muharni,User,Logout,Berhasil,192.168.1.109,iPhone,1064,100,High,peminjaman_massal
2025-01-01 11:38:52,SFECDDAEFE32B138F,86,audit_user_e2e,User,Login,Berhasil,192.168.1.154,Android,376,1,Normal,Normal
2025-01-01 11:40:17,SFECDDAEFE32B138F,86,audit_user_e2e,User,Lihat Perkara,Berhasil,192.168.1.154,Android,3939,3,Normal,Normal
2025-01-01 11:42:19,SFECDDAEFE32B138F,86,audit_user_e2e,User,Cari Berkas,Berhasil,192.168.1.154,Android,2834,9,Normal,Normal
2025-01-01 11:42:55,SFECDDAEFE32B138F,86,audit_user_e2e,User,Logout,Berhasil,192.168.1.154,Android,1114,1,Normal,Normal
2025-01-01 12:06:33,SAB3EF81D7CA2E893,80,gilangpratama,User,Login,Berhasil,157.69.98.126,PC Windows,1674,1,Low,ip_berubah
2025-01-01 12:08:41,SAB3EF81D7CA2E893,80,gilangpratama,User,Lihat Perkara,Berhasil,192.168.1.58,PC Windows,4985,3,Normal,Normal
2025-01-01 12:11:20,SAB3EF81D7CA2E893,80,gilangpratama,User,Cari Berkas,Berhasil,192.168.1.58,PC Windows,5530,1,Normal,Normal
2025-01-01 12:13:15,SAB3EF81D7CA2E893,80,gilangpratama,User,Logout,Berhasil,192.168.1.58,PC Windows,963,1,Normal,Normal
2025-01-01 12:31:26,S46340607F260A3ED,6,Luna,Arsiparis,Login,Gagal,192.168.1.64,PC Windows,1053,1,Normal,Normal
2025-01-01 12:33:29,S46340607F260A3ED,6,Luna,Arsiparis,Lihat Perkara,Berhasil,192.168.1.64,PC Windows,7,4,Medium,aktivitas_terlalu_cepat
2025-01-01 12:35:16,S46340607F260A3ED,6,Luna,Arsiparis,Lihat Berkas,Berhasil,192.168.1.64,PC Windows,3966,6,Normal,Normal
2025-01-01 12:37:51,S46340607F260A3ED,6,Luna,Arsiparis,Input Berkas,Berhasil,192.168.1.64,PC Windows,2746,5,Normal,Normal
2025-01-01 12:38:41,S46340607F260A3ED,6,Luna,Arsiparis,Verifikasi,Berhasil,192.168.1.64,PC Windows,7840,1,Normal,Normal
2025-01-01 12:39:15,S46340607F260A3ED,6,Luna,Arsiparis,Logout,Berhasil,192.168.1.64,PC Windows,809,1,Normal,Normal
2025-01-01 14:58:12,SC6C2DF287AF4BB7D,33,ingpi,User,Login,Berhasil,192.168.1.247,Laptop Windows,1747,1,Normal,Normal
2025-01-01 14:58:50,SC6C2DF287AF4BB7D,33,ingpi,User,Lihat Perkara,Berhasil,192.168.1.247,Laptop Windows,1340,8,Normal,Normal
2025-01-01 14:59:39,SC6C2DF287AF4BB7D,33,ingpi,User,Cari Berkas,Berhasil,192.168.1.247,Laptop Windows,4022,4,Normal,Normal
2025-01-01 15:01:43,SC6C2DF287AF4BB7D,33,ingpi,User,Logout,Berhasil,192.168.1.247,Laptop Windows,867,1,Normal,Normal
2025-01-01 15:08:15,S483DC53AFC9DB77E,43,islamia,User,Login,Berhasil,192.168.1.77,iPhone,1557,1,Normal,Normal
2025-01-01 15:10:43,S483DC53AFC9DB77E,43,islamia,User,Lihat Perkara,Berhasil,192.168.1.77,iPhone,5567,8,Normal,Normal
2025-01-01 15:12:15,S483DC53AFC9DB77E,43,islamia,User,Cari Berkas,Berhasil,192.168.1.77,iPhone,843,9,Normal,Normal
2025-01-01 15:12:50,S483DC53AFC9DB77E,43,islamia,User,Logout,Berhasil,192.168.1.77,iPhone,1459,1,Normal,Normal
2025-01-01 15:25:19,S7BA6BF6F6BA7AFDC,61,novri_ade_pratama,User,Lihat Perkara,Berhasil,192.168.1.99,Android,3346,7,Normal,Normal
2025-01-01 15:25:54,S7BA6BF6F6BA7AFDC,61,novri_ade_pratama,User,Cari Berkas,Berhasil,192.168.1.99,Android,5901,6,Normal,Normal
2025-01-01 15:28:32,S7BA6BF6F6BA7AFDC,61,novri_ade_pratama,User,Logout,Berhasil,192.168.1.99,Android,1204,1,Normal,Normal
2025-01-01 15:54:54,S611D701E2350EA52,6,Luna,Arsiparis,Login,Gagal,192.168.1.64,PC Windows,1583,1,Normal,Normal
2025-01-01 15:56:56,S611D701E2350EA52,6,Luna,Arsiparis,Lihat Perkara,Berhasil,192.168.1.64,PC Windows,4775,7,Normal,Normal
2025-01-01 15:57:48,S611D701E2350EA52,6,Luna,Arsiparis,Lihat Berkas,Berhasil,192.168.1.64,PC Windows,5163,7,Normal,Normal
2025-01-01 15:58:15,S611D701E2350EA52,6,Luna,Arsiparis,Input Berkas,Berhasil,192.168.1.64,PC Windows,7124,4,Normal,Normal
2025-01-01 15:59:30,S611D701E2350EA52,6,Luna,Arsiparis,Verifikasi,Berhasil,192.168.1.64,PC Windows,9138,2,Normal,Normal
2025-01-01 16:00:29,S611D701E2350EA52,6,Luna,Arsiparis,Logout,Berhasil,192.168.1.64,PC Windows,939,1,Normal,Normal
2025-01-02 07:05:13,S4E3061DCBFEE9767,49,dickyy,User,Login,Berhasil,192.168.1.254,PC Windows,1056,1,Normal,Normal
2025-01-02 07:05:38,S4E3061DCBFEE9767,49,dickyy,User,Lihat Perkara,Berhasil,192.168.1.254,PC Windows,869,3,Normal,Normal
2025-01-02 07:06:57,S4E3061DCBFEE9767,49,dickyy,User,Cari Berkas,Berhasil,192.168.1.254,PC Windows,2453,2,Normal,Normal
2025-01-02 07:07:16,S4E3061DCBFEE9767,49,dickyy,User,Logout,Berhasil,192.168.1.254,PC Windows,304,1,Normal,Normal
2025-01-02 07:17:46,S2CFC95D73AE28DE8,38,hesti.amelia,User,Login,Berhasil,192.168.1.208,PC Windows,1188,1,Normal,Normal
2025-01-02 07:18:12,S2CFC95D73AE28DE8,38,hesti.amelia,User,Lihat Perkara,Berhasil,192.168.1.208,PC Windows,1438,1,Normal,Normal
2025-01-02 07:20:35,S2CFC95D73AE28DE8,38,hesti.amelia,User,Cari Berkas,Berhasil,192.168.1.208,PC Windows,744,9,Normal,Normal
2025-01-02 07:22:23,S2CFC95D73AE28DE8,38,hesti.amelia,User,Logout,Berhasil,192.168.1.208,PC Windows,1493,1,Normal,Normal
2025-01-02 07:55:53,SC40CF33A42E32C21,25,akmal1219,User,Login,Berhasil,192.168.1.52,iPhone,357,1,Normal,Normal
2025-01-02 07:57:02,SC40CF33A42E32C21,25,akmal1219,User,Lihat Perkara,Berhasil,192.168.1.52,iPhone,1798,9,Normal,Normal
2025-01-02 07:58:40,SC40CF33A42E32C21,25,akmal1219,User,Cari Berkas,Berhasil,192.168.1.52,iPhone,1734,7,Normal,Normal
2025-01-02 08:00:32,SC40CF33A42E32C21,25,akmal1219,User,Logout,Berhasil,192.168.1.52,iPhone,1172,1,Normal,Normal
2025-01-02 08:13:26,S925F9B67D82527B4,50,fajri,User,Login,Gagal,192.168.1.220,Windows,702,1,Normal,Normal
2025-01-02 08:16:23,S925F9B67D82527B4,50,fajri,User,Lihat Perkara,Berhasil,192.168.1.220,Windows,4592,7,Normal,Normal
2025-01-02 08:18:32,S925F9B67D82527B4,50,fajri,User,Cari Berkas,Berhasil,192.168.1.220,Windows,5962,3,Normal,Normal
2025-01-02 08:18:54,S925F9B67D82527B4,50,fajri,User,Logout,Berhasil,192.168.1.220,Windows,1280,1,Normal,Normal
2025-01-02 09:31:44,S1336980EE4B7405A,54,bungaa,Arsiparis,Login,Berhasil,192.168.1.43,PC Windows,1495,1,Normal,Normal
2025-01-02 09:34:36,S1336980EE4B7405A,54,bungaa,Arsiparis,Lihat Perkara,Berhasil,192.168.1.43,PC Windows,4764,9,Normal,Normal
2025-01-02 09:36:19,S1336980EE4B7405A,54,bungaa,Arsiparis,Lihat Berkas,Berhasil,192.168.1.43,PC Windows,3440,7,Normal,Normal
2025-01-02 09:37:41,S1336980EE4B7405A,54,bungaa,Arsiparis,Input Berkas,Berhasil,192.168.1.43,PC Windows,7896,10,Normal,Normal
2025-01-02 09:39:55,S1336980EE4B7405A,54,bungaa,Arsiparis,Verifikasi,Berhasil,192.168.1.43,PC Windows,5625,9,Normal,Normal
2025-01-02 09:40:21,S1336980EE4B7405A,54,bungaa,Arsiparis,Logout,Berhasil,192.168.1.43,PC Windows,1367,1,Normal,Normal
2025-01-02 09:42:51,S87407D86FA3A4705,78,fadhilatul_hidayah,User,Login,Berhasil,192.168.1.111,iPhone,1463,1,Normal,Normal
2025-01-02 09:43:06,S87407D86FA3A4705,78,fadhilatul_hidayah,User,Lihat Perkara,Berhasil,192.168.1.111,iPhone,511,8,Normal,Normal
2025-01-02 09:44:39,S87407D86FA3A4705,78,fadhilatul_hidayah,User,Cari Berkas,Berhasil,192.168.1.111,iPhone,2084,3,Normal,Normal
2025-01-02 09:47:10,S87407D86FA3A4705,78,fadhilatul_hidayah,User,Logout,Berhasil,114.157.39.189,iPhone,422,1,Low,ip_berubah
2025-01-02 11:40:48,S246618020299B709,36,Rafif,User,Login,Berhasil,192.168.1.93,Windows,1996,1,Normal,Normal
2025-01-02 11:43:20,S246618020299B709,36,Rafif,User,Lihat Perkara,Berhasil,192.168.1.93,Windows,3641,6,Normal,Normal
2025-01-02 11:45:34,S246618020299B709,36,Rafif,User,Cari Berkas,Berhasil,192.168.1.93,Windows,2363,5,Normal,Normal
2025-01-02 11:46:04,S246618020299B709,36,Rafif,User,Logout,Berhasil,192.168.1.93,Windows,1199,46,High,peminjaman_massal
2025-01-02 11:47:41,S74273CA3287D06CA,70,faramitha,User,Login,Berhasil,192.168.1.226,iPhone,1580,1,Normal,Normal
2025-01-02 11:49:59,S74273CA3287D06CA,70,faramitha,User,Lihat Perkara,Berhasil,192.168.1.226,iPhone,5734,9,Normal,Normal
2025-01-02 11:50:54,S74273CA3287D06CA,70,faramitha,User,Cari Berkas,Berhasil,192.168.1.226,iPhone,5488,4,Normal,Normal
2025-01-02 11:53:13,S74273CA3287D06CA,70,faramitha,User,Logout,Berhasil,192.168.1.226,iPhone,513,1,Normal,Normal
2025-01-02 13:10:10,SF5103222FAB0509E,6,Luna,Arsiparis,Login,Berhasil,192.168.1.64,PC Windows,1819,1,Normal,Normal
2025-01-02 13:11:18,SF5103222FAB0509E,6,Luna,Arsiparis,Lihat Perkara,Berhasil,192.168.1.64,PC Windows,1928,2,Normal,Normal
2025-01-02 13:13:36,SF5103222FAB0509E,6,Luna,Arsiparis,Lihat Berkas,Berhasil,192.168.1.64,PC Windows,3701,5,Normal,Normal
2025-01-02 13:15:12,SF5103222FAB0509E,6,Luna,Arsiparis,Input Berkas,Berhasil,192.168.1.64,Linux,5341,6,Low,device_berubah
2025-01-02 13:18:02,SF5103222FAB0509E,6,Luna,Arsiparis,Verifikasi,Berhasil,192.168.1.64,PC Windows,1262,95,High,peminjaman_massal
2025-01-02 13:19:32,SF5103222FAB0509E,6,Luna,Arsiparis,Logout,Berhasil,192.168.1.64,PC Windows,1391,1,Normal,Normal
2025-01-02 13:50:49,SC3B8A22B5D764BC4,6,Luna,Arsiparis,Login,Berhasil,192.168.1.64,PC Windows,758,1,Normal,Normal
2025-01-02 13:53:17,SC3B8A22B5D764BC4,6,Luna,Arsiparis,Lihat Perkara,Berhasil,192.168.1.64,PC Windows,3186,3,Normal,Normal
2025-01-02 13:54:03,SC3B8A22B5D764BC4,6,Luna,Arsiparis,Lihat Berkas,Berhasil,192.168.1.64,PC Windows,1206,7,Normal,Normal
2025-01-02 13:54:34,SC3B8A22B5D764BC4,6,Luna,Arsiparis,Input Berkas,Berhasil,192.168.1.64,PC Windows,7497,1,Normal,Normal
2025-01-02 13:57:32,SC3B8A22B5D764BC4,6,Luna,Arsiparis,Verifikasi,Gagal,192.168.1.64,PC Windows,6489,9,Normal,Normal
2025-01-02 13:58:25,SC3B8A22B5D764BC4,6,Luna,Arsiparis,Logout,Berhasil,192.168.1.64,PC Windows,1116,1,Normal,Normal
2025-01-02 14:26:59,SF868CF4E29C6F760,50,fajri,User,Login,Berhasil,192.168.1.220,Windows,1001,1,Normal,Normal
2025-01-02 14:29:09,SF868CF4E29C6F760,50,fajri,User,Lihat Perkara,Berhasil,192.168.1.220,Windows,5041,3,Normal,Normal
2025-01-02 14:29:31,SF868CF4E29C6F760,50,fajri,User,Cari Berkas,Berhasil,192.168.1.220,Windows,2794,1,Normal,Normal
2025-01-02 14:32:03,SF868CF4E29C6F760,50,fajri,User,Logout,Berhasil,192.168.1.220,Windows,722,1,Normal,Normal
2025-01-02 14:47:03,S5C5F48D40DF407B8,34,tengku_ismail,User,Login,Berhasil,192.168.1.28,PC Windows,1529,1,Normal,Normal
2025-01-02 14:47:35,S5C5F48D40DF407B8,34,tengku_ismail,User,Lihat Perkara,Berhasil,192.168.1.28,PC Windows,2135,2,Normal,Normal
2025-01-02 14:49:00,S5C5F48D40DF407B8,34,tengku_ismail,User,Cari Berkas,Berhasil,192.168.1.28,PC Windows,710,4,Normal,Normal
2025-01-02 14:49:20,SED0E948491B56E0B,62,yeni_fajria,User,Login,Berhasil,192.168.1.238,PC Windows,1747,1,Normal,Normal
2025-01-02 14:50:10,SED0E948491B56E0B,62,yeni_fajria,User,Lihat Perkara,Berhasil,192.168.1.238,PC Windows,2063,9,Normal,Normal
2025-01-02 14:50:23,SED0E948491B56E0B,62,yeni_fajria,User,Cari Berkas,Berhasil,192.168.1.238,PC Windows,5926,6,Normal,Normal
2025-01-02 14:50:43,SED0E948491B56E0B,62,yeni_fajria,User,Logout,Berhasil,192.168.1.238,PC Windows,1499,1,Normal,Normal
2025-01-02 14:51:59,S5C5F48D40DF407B8,34,tengku_ismail,User,Logout,Berhasil,192.168.1.28,PC Windows,549,1,Normal,Normal
2025-01-02 15:05:25,SC8B7F76553542705,79,meri_andani,User,Login,Berhasil,192.168.1.104,iPhone,676,1,Normal,Normal
2025-01-02 15:06:16,SC8B7F76553542705,79,meri_andani,User,Lihat Perkara,Berhasil,192.168.1.104,iPhone,3534,3,Normal,Normal
2025-01-02 15:07:54,SC8B7F76553542705,79,meri_andani,User,Cari Berkas,Berhasil,192.168.1.104,iPhone,4892,6,Normal,Normal
2025-01-02 15:09:24,SC8B7F76553542705,79,meri_andani,User,Logout,Berhasil,192.168.1.104,iPhone,349,1,Normal,Normal
2025-01-02 15:19:28,S8FFBCC0F058729F3,77,deni_defriani,User,Login,Berhasil,192.168.1.193,PC Windows,1020,1,Normal,Normal
2025-01-02 15:20:56,S8FFBCC0F058729F3,77,deni_defriani,User,Lihat Perkara,Berhasil,103.173.224.141,PC Windows,3822,5,Low,ip_berubah
2025-01-02 15:22:52,SE557B574E267C372,26,Reni_muharni,User,Login,Berhasil,192.168.1.109,iPhone,718,1,Normal,Normal
2025-01-02 15:23:13,S8FFBCC0F058729F3,77,deni_defriani,User,Cari Berkas,Berhasil,192.168.1.193,PC Windows,1116,9,Normal,Normal
2025-01-02 15:23:27,SE557B574E267C372,26,Reni_muharni,User,Lihat Perkara,Berhasil,192.168.1.109,iPhone,710,4,Normal,Normal
2025-01-02 15:24:28,S8FFBCC0F058729F3,77,deni_defriani,User,Logout,Berhasil,192.168.1.193,PC Windows,596,1,Normal,Normal
2025-01-02 15:24:49,SE557B574E267C372,26,Reni_muharni,User,Cari Berkas,Berhasil,192.168.1.109,iPhone,3891,9,Normal,Normal
2025-01-02 15:27:31,SE557B574E267C372,26,Reni_muharni,User,Logout,Berhasil,192.168.1.109,iPhone,260,1,Normal,Normal
2025-01-03 02:53:09,S9923FC7A0D6B160F,71,syerina,User,Login,Berhasil,192.168.1.56,PC Windows,788,1,Low,login_luar_jam
2025-01-03 07:54:55,S9923FC7A0D6B160F,71,syerina,User,Lihat Perkara,Berhasil,192.168.1.56,PC Windows,1248,1,Normal,Normal
2025-01-03 07:55:56,S9923FC7A0D6B160F,71,syerina,User,Cari Berkas,Berhasil,192.168.1.56,PC Windows,3954,1,Normal,Normal
2025-01-03 07:57:09,S9923FC7A0D6B160F,71,syerina,User,Logout,Berhasil,192.168.1.56,PC Windows,229,1,Normal,Normal
2025-01-03 08:46:43,SD769E4C7155B7F04,20,aridona.bustari,User,Login,Berhasil,192.168.1.110,iPhone,1147,1,Normal,Normal
2025-01-03 08:49:42,SD769E4C7155B7F04,20,aridona.bustari,User,Lihat Perkara,Berhasil,192.168.1.110,iPhone,1128,9,Normal,Normal
2025-01-03 08:51:06,SD769E4C7155B7F04,20,aridona.bustari,User,Cari Berkas,Berhasil,192.168.1.110,iPhone,5551,3,Normal,Normal
2025-01-03 08:53:40,SD769E4C7155B7F04,20,aridona.bustari,User,Logout,Berhasil,192.168.1.110,iPhone,526,1,Normal,Normal
2025-01-03 08:57:54,S8511C40014BB23F1,26,Reni_muharni,User,Login,Berhasil,192.168.1.109,iPhone,1975,1,Normal,Normal
2025-01-03 08:59:40,S8511C40014BB23F1,26,Reni_muharni,User,Lihat Perkara,Berhasil,192.168.1.109,iPhone,3604,1,Normal,Normal
2025-01-03 09:01:43,S8511C40014BB23F1,26,Reni_muharni,User,Cari Berkas,Berhasil,192.168.1.109,iPhone,2662,9,Normal,Normal
2025-01-03 09:03:50,S8511C40014BB23F1,26,Reni_muharni,User,Logout,Berhasil,192.168.1.109,iPhone,1477,1,Normal,Normal
2025-01-03 12:39:01,S31E4385086A81B2B,61,novri_ade_pratama,User,Login,Berhasil,192.168.1.99,Android,1329,1,Normal,Normal
2025-01-03 12:40:35,S31E4385086A81B2B,61,novri_ade_pratama,User,Lihat Perkara,Berhasil,192.168.1.99,Android,5470,5,Normal,Normal
2025-01-03 12:41:09,S31E4385086A81B2B,61,novri_ade_pratama,User,Cari Berkas,Berhasil,192.168.1.99,Android,6966,5,Medium,durasi_tidak_wajar
2025-01-03 12:42:53,S31E4385086A81B2B,61,novri_ade_pratama,User,Logout,Berhasil,192.168.1.99,Android,1180,1,Normal,Normal
2025-01-03 13:10:02,SF311F92B568CB2FB,84,audit_admin_e2e,Admin,Login,Gagal,192.168.1.41,Windows,907,1,Normal,Normal
2025-01-03 13:12:39,SF311F92B568CB2FB,84,audit_admin_e2e,Admin,Dashboard,Berhasil,192.168.1.41,Windows,1941,2,Normal,Normal
2025-01-03 13:13:13,SF311F92B568CB2FB,84,audit_admin_e2e,Admin,Kelola User,Berhasil,192.168.1.41,Windows,7403,7,Normal,Normal
2025-01-03 13:14:40,SF311F92B568CB2FB,84,audit_admin_e2e,Admin,Kelola Kode Klasifikasi,Berhasil,192.168.1.41,Windows,5772,7,Normal,Normal
2025-01-03 13:16:15,SF311F92B568CB2FB,84,audit_admin_e2e,Admin,Logout,Berhasil,192.168.1.41,Windows,462,1,Normal,Normal
2025-01-03 14:15:35,S5D9A1711A07C4BD8,44,tisya,User,Login,Berhasil,192.168.1.228,iPhone,1983,1,Normal,Normal
2025-01-03 14:15:53,S5D9A1711A07C4BD8,44,tisya,User,Lihat Perkara,Berhasil,192.168.1.228,iPhone,3879,5,Normal,Normal
2025-01-03 14:16:16,S5D9A1711A07C4BD8,44,tisya,User,Cari Berkas,Berhasil,192.168.1.228,iPhone,3697,1,Normal,Normal
2025-01-03 14:16:45,S5D9A1711A07C4BD8,44,tisya,User,Logout,Berhasil,192.168.1.228,iPhone,1399,1,Normal,Normal
2025-01-03 14:50:54,S2AA7097624494832,50,fajri,User,Login,Berhasil,192.168.1.220,Windows,1148,1,Normal,Normal
2025-01-03 14:51:23,S2AA7097624494832,50,fajri,User,Lihat Perkara,Berhasil,192.168.1.220,Windows,5373,9,Normal,Normal
2025-01-03 14:53:54,S2AA7097624494832,50,fajri,User,Cari Berkas,Berhasil,192.168.1.220,Windows,4329,4,Normal,Normal
2025-01-03 14:55:36,S2AA7097624494832,50,fajri,User,Logout,Berhasil,192.168.1.220,Windows,1277,1,Normal,Normal
2025-01-03 15:07:47,S2425F74C9839EAEA,77,deni_defriani,User,Login,Berhasil,192.168.1.193,PC Windows,1935,1,Normal,Normal
2025-01-03 15:09:06,S2425F74C9839EAEA,77,deni_defriani,User,Lihat Perkara,Berhasil,192.168.1.193,PC Windows,614,4,Normal,Normal
2025-01-03 15:09:30,S2425F74C9839EAEA,77,deni_defriani,User,Cari Berkas,Berhasil,192.168.1.193,PC Windows,1603,3,Normal,Normal
2025-01-03 15:11:13,S2425F74C9839EAEA,77,deni_defriani,User,Logout,Berhasil,192.168.1.193,PC Windows,410,1,Normal,Normal
2025-01-03 16:49:44,S8E220C2DEA771919,45,dina,User,Login,Berhasil,192.168.1.149,PC Windows,1848,1,Normal,Normal
2025-01-03 16:50:50,S8E220C2DEA771919,45,dina,User,Lihat Perkara,Berhasil,192.168.1.149,PC Windows,2630,1,Normal,Normal
2025-01-03 16:53:24,S8E220C2DEA771919,45,dina,User,Cari Berkas,Berhasil,192.168.1.149,PC Windows,1780,6,Normal,Normal
2025-01-03 16:53:42,S8E220C2DEA771919,45,dina,User,Logout,Berhasil,192.168.1.149,PC Windows,1461,1,Normal,Normal
2025-01-04 05:50:19,S85B7B77436089374,27,reni_juita,User,Login,Berhasil,192.168.1.116,Laptop Windows,1269,1,Low,login_luar_jam
2025-01-04 12:24:59,S5FFD22147ABF9970,78,fadhilatul_hidayah,User,Login,Berhasil,192.168.1.111,iPhone,1548,1,Normal,Normal
2025-01-04 12:27:33,S5FFD22147ABF9970,78,fadhilatul_hidayah,User,Lihat Perkara,Berhasil,192.168.1.111,iPhone,2120,6,Normal,Normal
2025-01-04 12:28:55,S5FFD22147ABF9970,78,fadhilatul_hidayah,User,Cari Berkas,Berhasil,192.168.1.111,iPhone,4236,7,Normal,Normal
2025-01-04 12:31:53,S5FFD22147ABF9970,78,fadhilatul_hidayah,User,Logout,Berhasil,192.168.1.111,iPhone,1233,1,Normal,Normal
2025-01-04 13:53:03,S85B7B77436089374,27,reni_juita,User,Lihat Perkara,Berhasil,192.168.1.116,Linux,5451,7,Low,device_berubah
2025-01-04 13:55:26,S85B7B77436089374,27,reni_juita,User,Cari Berkas,Berhasil,192.168.1.116,Laptop Windows,3257,6,Normal,Normal
2025-01-04 13:56:44,S85B7B77436089374,27,reni_juita,User,Logout,Berhasil,192.168.1.116,Laptop Windows,902,1,Normal,Normal
2025-01-04 14:11:22,SC3CBDFB173B647B6,6,Luna,Arsiparis,Login,Berhasil,192.168.1.64,PC Windows,1158,1,Normal,Normal
2025-01-04 14:13:48,SC3CBDFB173B647B6,6,Luna,Arsiparis,Lihat Perkara,Berhasil,192.168.1.64,PC Windows,1326,5,Normal,Normal
2025-01-04 14:15:43,SC3CBDFB173B647B6,6,Luna,Arsiparis,Lihat Berkas,Berhasil,192.168.1.64,PC Windows,82,4,Medium,aktivitas_terlalu_cepat
2025-01-04 14:18:07,SC3CBDFB173B647B6,6,Luna,Arsiparis,Input Berkas,Berhasil,192.168.1.64,PC Windows,7233,10,Normal,Normal
2025-01-04 14:21:02,SC3CBDFB173B647B6,6,Luna,Arsiparis,Verifikasi,Berhasil,192.168.1.64,PC Windows,6093,7,Normal,Normal
2025-01-04 14:23:02,SC3CBDFB173B647B6,6,Luna,Arsiparis,Logout,Berhasil,192.168.1.64,PC Windows,1324,1,Normal,Normal
2025-01-04 14:24:13,S147A7525F84E9845,71,syerina,User,Login,Berhasil,103.44.62.136,PC Windows,1987,1,Low,ip_berubah
2025-01-04 14:25:09,S147A7525F84E9845,71,syerina,User,Lihat Perkara,Berhasil,192.168.1.56,PC Windows,2678,6,Normal,Normal
2025-01-04 14:28:09,S147A7525F84E9845,71,syerina,User,Cari Berkas,Berhasil,192.168.1.56,PC Windows,5715,6,Normal,Normal
2025-01-04 14:30:36,S147A7525F84E9845,71,syerina,User,Logout,Berhasil,192.168.1.56,PC Windows,1183,1,Normal,Normal
2025-01-04 15:48:38,SF132776A4FE685C9,20,aridona.bustari,User,Login,Berhasil,192.168.1.110,iPhone,382,1,Normal,Normal
2025-01-04 15:50:50,SF132776A4FE685C9,20,aridona.bustari,User,Lihat Perkara,Berhasil,192.168.1.110,iPhone,1129,1,Normal,Normal
2025-01-04 15:52:33,SF132776A4FE685C9,20,aridona.bustari,User,Cari Berkas,Berhasil,192.168.1.110,iPhone,5377,3,Normal,Normal
2025-01-04 15:53:14,SF132776A4FE685C9,20,aridona.bustari,User,Logout,Berhasil,192.168.1.110,iPhone,486,1,Normal,Normal
2025-01-04 16:49:26,S050C6EC86172C44C,64,andrinaldi,User,Login,Berhasil,192.168.1.217,PC Windows,735,1,Normal,Normal
