source_type,source_id,user_id,aksi,status,device,ip_address,durasi_ms,jumlah_objek,waktu,is_anomali,risk_level_source,candidate_type
SYNTHETIC,synth_7011,19,Login,Berhasil,iPhone,192.168.1.24,690.0,1.0,2025-06-20 10:34:47,False,Normal,NORMAL
SYNTHETIC,synth_5842,65,Logout,Berhasil,Windows,192.168.1.60,755.0,1.0,2025-05-23 17:00:35,False,Normal,NORMAL
SYNTHETIC,synth_8722,71,Logout,Berhasil,PC Windows,192.168.1.56,929.0,1.0,2025-07-29 13:02:27,False,Normal,NORMAL
SYNTHETIC,synth_5411,72,Lihat Perkara,Berhasil,Android,192.168.1.103,3174.0,2.0,2025-05-13 07:58:48,False,Normal,NORMAL
REAL_DB,real_db_97,1,UPDATE_RAK,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 21:55:29.012000,False,LOW,NORMAL
SYNTHETIC,synth_6385,45,Login,Berhasil,PC Windows,192.168.1.149,831.0,1.0,2025-06-05 14:41:45,False,Normal,NORMAL
SYNTHETIC,synth_536,19,Logout,Berhasil,iPhone,192.168.1.24,1490.0,1.0,2025-01-13 08:23:21,False,Normal,NORMAL
SYNTHETIC,synth_885,81,Cari Berkas,Berhasil,Laptop Windows,192.168.1.132,5531.0,10.0,2025-01-21 12:03:21,False,Normal,NORMAL
SYNTHETIC,synth_11759,43,Cari Berkas,Berhasil,iPhone,192.168.1.77,2072.0,4.0,2025-10-12 07:31:06,False,Normal,NORMAL
SYNTHETIC,synth_9614,25,Logout,Berhasil,iPhone,192.168.1.52,1022.0,1.0,2025-08-20 17:00:47,False,Normal,NORMAL
SYNTHETIC,synth_8959,64,Cari Berkas,Berhasil,PC Windows,192.168.1.217,3468.0,9.0,2025-08-04 16:39:16,False,Normal,NORMAL
SYNTHETIC,synth_12631,6,Lihat Perkara,Berhasil,PC Windows,192.168.1.64,4374.0,2.0,2025-11-01 08:35:38,False,Normal,NORMAL
SYNTHETIC,synth_10837,82,Login,Berhasil,Android,192.168.1.25,1874.0,1.0,2025-09-20 10:34:23,False,Normal,NORMAL
SYNTHETIC,synth_6728,54,Lihat Berkas,Berhasil,PC Windows,192.168.1.43,5360.0,9.0,2025-06-14 10:24:50,False,Normal,NORMAL
SYNTHETIC,synth_3986,86,Login,Berhasil,Android,192.168.1.154,1295.0,1.0,2025-04-06 07:57:17,False,Normal,NORMAL
SYNTHETIC,synth_10301,54,Verifikasi,Gagal,PC Windows,192.168.1.43,7802.0,3.0,2025-09-06 16:18:38,False,Normal,NORMAL
REAL_DB,real_db_396,6,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-08-02 13:22:18.102000,False,LOW,NORMAL
SYNTHETIC,synth_7217,26,Cari Berkas,Berhasil,iPhone,192.168.1.109,4082.0,2.0,2025-06-24 15:30:19,False,Normal,NORMAL
SYNTHETIC,synth_286,84,Kelola User,Berhasil,Windows,192.168.1.41,9058.0,5.0,2025-01-07 12:52:12,False,Normal,NORMAL
SYNTHETIC,synth_7417,69,Lihat Perkara,Berhasil,Laptop Windows,192.168.1.235,514.0,6.0,2025-06-28 15:33:33,False,Normal,NORMAL
SYNTHETIC,synth_7239,44,Lihat Perkara,Berhasil,iPhone,192.168.1.228,1333.0,3.0,2025-06-25 09:35:15,False,Normal,NORMAL
REAL_DB,real_db_82,6,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 10:14:41.372000,False,LOW,NORMAL
SYNTHETIC,synth_3040,49,Lihat Perkara,Berhasil,PC Windows,192.168.1.254,5330.0,9.0,2025-03-15 10:19:35,False,Normal,NORMAL
REAL_DB,real_db_385,6,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-08-02 13:21:03.982000,False,LOW,NORMAL
SYNTHETIC,synth_10948,22,Cari Berkas,Berhasil,Windows,192.168.1.57,4265.0,9.0,2025-09-23 10:50:34,False,Normal,NORMAL
REAL_DB,real_db_243,1,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 00:31:42.074000,False,LOW,NORMAL
SYNTHETIC,synth_3693,30,Logout,Berhasil,Laptop Windows,192.168.1.180,1101.0,1.0,2025-03-29 09:44:09,False,Normal,NORMAL
SYNTHETIC,synth_12391,26,Login,Berhasil,iPhone,192.168.1.109,403.0,1.0,2025-10-25 16:52:01,False,Normal,NORMAL
REAL_DB,real_db_104,1,CREATE_LEMARI,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 22:44:45.067000,False,LOW,NORMAL
REAL_DB,real_db_347,1,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-08-01 20:48:55.029000,False,LOW,NORMAL
SYNTHETIC,synth_2285,56,Lihat Perkara,Berhasil,Laptop Windows,192.168.1.173,4720.0,3.0,2025-02-23 13:49:50,False,Normal,NORMAL
REAL_DB,real_db_316,84,DELETE_RAK,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:18.455000,False,LOW,NORMAL
SYNTHETIC,synth_5978,59,Lihat Perkara,Berhasil,Laptop Windows,192.168.1.138,5409.0,1.0,2025-05-26 15:53:55,False,Normal,NORMAL
REAL_DB,real_db_192,8,SETUP_2FA_GENERATE,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 01:55:16.523000,False,LOW,NORMAL
REAL_DB,real_db_164,6,PINJAM,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 00:38:46.500000,False,LOW,NORMAL
REAL_DB,real_db_295,84,DELETE_USER,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:12.361000,False,LOW,NORMAL
SYNTHETIC,synth_13019,84,Logout,Berhasil,Windows,192.168.1.41,610.0,1.0,2025-11-10 15:08:04,False,Normal,NORMAL
SYNTHETIC,synth_12689,23,Logout,Berhasil,Laptop Windows,192.168.1.131,428.0,1.0,2025-11-02 15:37:24,False,Normal,NORMAL
SYNTHETIC,synth_5673,83,Cari Berkas,Berhasil,Windows,192.168.1.222,2876.0,9.0,2025-05-20 11:13:18,False,Normal,NORMAL
SYNTHETIC,synth_8354,55,Login,Gagal,PC Windows,192.168.1.92,1152.0,1.0,2025-07-21 13:18:48,False,Normal,NORMAL
REAL_DB,real_db_296,84,CREATE_LEMARI,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:12.781000,False,LOW,NORMAL
SYNTHETIC,synth_513,85,Lihat Berkas,Berhasil,Laptop Windows,192.168.1.204,5617.0,9.0,2025-01-12 14:41:10,False,Normal,NORMAL
REAL_DB,real_db_279,84,CREATE_PERKARA,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:13:57.951000,False,LOW,NORMAL
REAL_DB,real_db_276,84,CREATE_LEMARI,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:13:55.953000,False,LOW,NORMAL
SYNTHETIC,synth_12549,76,Cari Berkas,Berhasil,iPhone,192.168.1.139,3634.0,4.0,2025-10-30 12:22:27,False,Normal,NORMAL
SYNTHETIC,synth_2010,54,Lihat Berkas,Berhasil,PC Windows,192.168.1.43,3500.0,1.0,2025-02-16 12:22:24,False,Normal,NORMAL
SYNTHETIC,synth_6165,69,Login,Berhasil,Laptop Windows,192.168.1.235,835.0,1.0,2025-05-31 09:17:56,False,Normal,NORMAL
SYNTHETIC,synth_474,69,Login,Berhasil,Laptop Windows,192.168.1.235,953.0,1.0,2025-01-12 08:12:31,False,Normal,NORMAL
SYNTHETIC,synth_8907,49,Logout,Berhasil,PC Windows,192.168.1.254,1327.0,1.0,2025-08-03 12:52:13,False,Normal,NORMAL
SYNTHETIC,synth_9378,25,Lihat Perkara,Berhasil,iPhone,192.168.1.52,2006.0,1.0,2025-08-14 11:12:41,False,Normal,NORMAL
SYNTHETIC,synth_8317,25,Logout,Berhasil,iPhone,192.168.1.52,574.0,1.0,2025-07-20 14:39:40,False,Normal,NORMAL
SYNTHETIC,synth_2991,22,Login,Berhasil,Windows,192.168.1.57,1145.0,1.0,2025-03-14 12:05:38,False,Normal,NORMAL
SYNTHETIC,synth_10336,69,Cari Berkas,Berhasil,Laptop Windows,192.168.1.235,5922.0,1.0,2025-09-07 11:45:06,False,Normal,NORMAL
SYNTHETIC,synth_3200,27,Lihat Perkara,Berhasil,Laptop Windows,192.168.1.116,1066.0,8.0,2025-03-19 11:17:02,False,Normal,NORMAL
SYNTHETIC,synth_4379,36,Cari Berkas,Berhasil,Windows,192.168.1.93,2798.0,6.0,2025-04-15 11:43:28,False,Normal,NORMAL
SYNTHETIC,synth_9524,64,Login,Berhasil,PC Windows,192.168.1.217,517.0,1.0,2025-08-18 11:38:24,False,Normal,NORMAL
SYNTHETIC,synth_6691,51,Login,Berhasil,Laptop Windows,192.168.1.223,1363.0,1.0,2025-06-13 10:14:52,False,Normal,NORMAL
SYNTHETIC,synth_7733,36,Logout,Berhasil,Windows,192.168.1.93,1374.0,1.0,2025-07-06 15:02:23,False,Normal,NORMAL
REAL_DB,real_db_367,1,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-08-02 13:09:18.562000,False,LOW,NORMAL
SYNTHETIC,synth_11629,45,Lihat Perkara,Berhasil,PC Windows,192.168.1.149,2320.0,7.0,2025-10-09 10:35:38,False,Normal,NORMAL
REAL_DB,real_db_245,1,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 00:31:50.466000,False,LOW,NORMAL
REAL_DB,real_db_400,1,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-08-09 11:40:50.612000,False,LOW,NORMAL
SYNTHETIC,synth_1498,76,Logout,Berhasil,iPhone,192.168.1.139,676.0,1.0,2025-02-04 16:31:21,False,Normal,NORMAL
SYNTHETIC,synth_1628,75,Login,Berhasil,Laptop Windows,192.168.1.192,667.0,1.0,2025-02-08 12:06:14,False,Normal,NORMAL
SYNTHETIC,synth_890,73,Logout,Berhasil,Android,192.168.1.38,971.0,1.0,2025-01-21 12:59:49,False,Normal,NORMAL
REAL_DB,real_db_258,84,LOGOUT,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:10:34.935000,False,LOW,NORMAL
SYNTHETIC,synth_2053,81,Login,Berhasil,Laptop Windows,192.168.1.132,1947.0,1.0,2025-02-17 10:10:39,False,Normal,NORMAL
SYNTHETIC,synth_10833,18,Login,Berhasil,Windows,192.168.1.175,715.0,1.0,2025-09-20 09:01:18,False,Normal,NORMAL
SYNTHETIC,synth_13170,70,Login,Berhasil,iPhone,192.168.1.226,670.0,1.0,2025-11-13 16:49:22,False,Normal,NORMAL
SYNTHETIC,synth_8570,24,Login,Berhasil,iPhone,192.168.1.8,511.0,1.0,2025-07-25 11:41:34,False,Normal,NORMAL
SYNTHETIC,synth_2176,46,Login,Berhasil,Laptop Windows,192.168.1.182,1503.0,1.0,2025-02-20 11:02:00,False,Normal,NORMAL
REAL_DB,real_db_290,86,AJUKAN_PEMINJAMAN,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:14:00.165000,False,LOW,NORMAL
SYNTHETIC,synth_2994,22,Logout,Berhasil,Windows,192.168.1.57,1235.0,1.0,2025-03-14 12:07:41,False,Normal,NORMAL
SYNTHETIC,synth_12266,84,Login,Berhasil,Windows,192.168.1.41,415.0,1.0,2025-10-23 11:16:12,False,Normal,NORMAL
REAL_DB,real_db_138,1,UPDATE_PEMINJAMAN,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 23:04:55.238000,False,LOW,NORMAL
SYNTHETIC,synth_8623,23,Login,Berhasil,Laptop Windows,192.168.1.131,1272.0,1.0,2025-07-26 13:47:56,False,Normal,NORMAL
SYNTHETIC,synth_12451,34,Login,Berhasil,PC Windows,192.168.1.28,1048.0,1.0,2025-10-27 11:37:02,False,Normal,NORMAL
REAL_DB,real_db_394,6,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-08-02 13:21:50.477000,False,LOW,NORMAL
SYNTHETIC,synth_10524,21,Login,Berhasil,Windows,192.168.1.9,1900.0,1.0,2025-09-11 11:55:11,False,Normal,NORMAL
SYNTHETIC,synth_11382,74,Lihat Perkara,Berhasil,PC Windows,192.168.1.37,4925.0,3.0,2025-10-04 09:59:46,False,Normal,NORMAL
SYNTHETIC,synth_11763,80,Cari Berkas,Berhasil,PC Windows,192.168.1.58,3691.0,10.0,2025-10-12 08:12:21,False,Normal,NORMAL
REAL_DB,real_db_121,1,CREATE_BERKAS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 22:59:50.239000,False,LOW,NORMAL
SYNTHETIC,synth_2854,38,Logout,Berhasil,PC Windows,192.168.1.208,684.0,1.0,2025-03-10 12:55:46,False,Normal,NORMAL
REAL_DB,real_db_303,84,VERIFIKASI_INTEGRITAS_BERKAS,VALID,axios/1.18.1,::ffff:127.0.0.1,0.0,1.0,2026-07-21 08:17:14.693000,False,LOW,NORMAL
REAL_DB,real_db_312,84,DELETE_PEMINJAMAN,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:17.872000,False,LOW,NORMAL
REAL_DB,real_db_248,6,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 07:40:17.318000,False,LOW,NORMAL
SYNTHETIC,synth_1258,86,Login,Berhasil,Android,192.168.1.154,1519.0,1.0,2025-01-29 16:05:16,False,Normal,NORMAL
REAL_DB,real_db_68,1,AKTIVASI_OTP,SUCCESS,unknown,unknown,0.0,1.0,2026-07-05 22:03:50.488000,False,LOW,NORMAL
SYNTHETIC,synth_3429,1,Logout,Berhasil,Windows,192.168.1.8,228.0,1.0,2025-03-23 08:13:24,False,Normal,NORMAL
SYNTHETIC,synth_6499,24,Cari Berkas,Berhasil,iPhone,192.168.1.8,5750.0,2.0,2025-06-08 13:48:10,False,Normal,NORMAL
SYNTHETIC,synth_7444,47,Login,Berhasil,Windows,192.168.1.13,1201.0,1.0,2025-06-29 11:11:13,False,Normal,NORMAL
SYNTHETIC,synth_12572,26,Cari Berkas,Berhasil,iPhone,192.168.1.109,5457.0,2.0,2025-10-31 07:37:39,False,Normal,NORMAL
REAL_DB,real_db_398,6,LOGOUT,SUCCESS,unknown,unknown,0.0,1.0,2026-08-02 13:22:58.059000,False,LOW,NORMAL
REAL_DB,real_db_177,6,SETUJUI_PEMINJAMAN,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 00:46:04.031000,False,LOW,NORMAL
SYNTHETIC,synth_3310,73,Logout,Berhasil,Android,192.168.1.38,387.0,1.0,2025-03-21 13:32:08,False,Normal,NORMAL
REAL_DB,real_db_384,6,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-08-02 13:21:03.876000,False,LOW,NORMAL
REAL_DB,real_db_377,1,LOGOUT,SUCCESS,unknown,unknown,0.0,1.0,2026-08-02 13:18:34.879000,False,LOW,NORMAL
SYNTHETIC,synth_5363,47,Cari Berkas,Berhasil,Windows,192.168.1.13,3052.0,3.0,2025-05-11 15:17:07,False,Normal,NORMAL
REAL_DB,real_db_411,1,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-08-15 16:45:47.177000,False,LOW,NORMAL
SYNTHETIC,synth_3576,6,Login,Berhasil,PC Windows,192.168.1.64,595.0,1.0,2025-03-26 13:42:57,False,Normal,NORMAL
SYNTHETIC,synth_2073,82,Logout,Berhasil,Android,192.168.1.25,1443.0,1.0,2025-02-17 15:44:42,False,Normal,NORMAL
SYNTHETIC,synth_7097,38,Login,Berhasil,PC Windows,192.168.1.208,1608.0,1.0,2025-06-22 12:22:14,False,Normal,NORMAL
SYNTHETIC,synth_5619,67,Login,Berhasil,PC Windows,192.168.1.104,1791.0,1.0,2025-05-19 07:33:12,False,Normal,NORMAL
SYNTHETIC,synth_7847,52,Logout,Berhasil,Windows,192.168.1.99,1219.0,1.0,2025-07-10 09:29:43,False,Normal,NORMAL
SYNTHETIC,synth_3360,50,Cari Berkas,Berhasil,Windows,192.168.1.220,1001.0,8.0,2025-03-22 11:17:05,False,Normal,NORMAL
SYNTHETIC,synth_5590,43,Lihat Perkara,Berhasil,iPhone,192.168.1.77,820.0,3.0,2025-05-18 09:10:58,False,Normal,NORMAL
SYNTHETIC,synth_13226,61,Lihat Perkara,Berhasil,Android,192.168.1.99,3439.0,2.0,2025-11-15 09:13:53,False,Normal,NORMAL
SYNTHETIC,synth_14708,21,Lihat Perkara,Berhasil,Windows,192.168.1.9,3768.0,2.0,2025-12-24 10:19:22,False,Normal,NORMAL
SYNTHETIC,synth_10136,25,Login,Berhasil,iPhone,192.168.1.52,1755.0,1.0,2025-09-03 10:56:33,False,Normal,NORMAL
SYNTHETIC,synth_361,42,Login,Berhasil,Android,192.168.1.22,611.0,1.0,2025-01-09 10:42:57,False,Normal,NORMAL
SYNTHETIC,synth_12396,41,Logout,Berhasil,Windows,192.168.1.251,338.0,1.0,2025-10-25 16:54:33,False,Normal,NORMAL
SYNTHETIC,synth_10352,38,Login,Gagal,PC Windows,192.168.1.208,1863.0,1.0,2025-09-07 16:59:32,False,Normal,NORMAL
SYNTHETIC,synth_11962,85,Login,Gagal,Laptop Windows,192.168.1.204,1467.0,1.0,2025-10-17 10:11:43,False,Normal,NORMAL
SYNTHETIC,synth_6869,57,Lihat Perkara,Berhasil,PC Windows,192.168.1.181,4421.0,8.0,2025-06-16 15:17:20,False,Normal,NORMAL
SYNTHETIC,synth_10423,51,Cari Berkas,Berhasil,Laptop Windows,192.168.1.223,2288.0,4.0,2025-09-09 11:20:35,False,Normal,NORMAL
REAL_DB,real_db_116,1,CREATE_LEMARI,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 22:59:39.320000,False,LOW,NORMAL
SYNTHETIC,synth_5267,45,Logout,Berhasil,PC Windows,192.168.1.149,830.0,1.0,2025-05-09 10:15:02,False,Normal,NORMAL
SYNTHETIC,synth_7201,1,Kelola Kode Klasifikasi,Berhasil,Windows,192.168.1.8,8024.0,9.0,2025-06-24 12:02:55,False,Normal,NORMAL
SYNTHETIC,synth_11064,68,Login,Berhasil,PC Windows,192.168.1.18,393.0,1.0,2025-09-26 08:46:21,False,Normal,NORMAL
SYNTHETIC,synth_11335,21,Cari Berkas,Berhasil,Windows,192.168.1.9,5024.0,2.0,2025-10-03 11:15:04,False,Normal,NORMAL
SYNTHETIC,synth_2610,55,Lihat Berkas,Berhasil,PC Windows,192.168.1.92,6510.0,1.0,2025-03-04 07:42:39,False,Normal,NORMAL
REAL_DB,real_db_194,8,AJUKAN_PEMINJAMAN,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 01:59:13.786000,False,LOW,NORMAL
SYNTHETIC,synth_860,54,Logout,Berhasil,PC Windows,192.168.1.43,244.0,1.0,2025-01-20 16:16:24,False,Normal,NORMAL
SYNTHETIC,synth_1789,78,Lihat Perkara,Berhasil,iPhone,192.168.1.111,4376.0,9.0,2025-02-11 15:20:59,False,Normal,NORMAL
SYNTHETIC,synth_3046,57,Lihat Perkara,Berhasil,PC Windows,192.168.1.181,2635.0,3.0,2025-03-15 12:22:16,False,Normal,NORMAL
REAL_DB,real_db_265,84,CREATE_PERKARA,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:10:37.720000,False,LOW,NORMAL
SYNTHETIC,synth_6146,32,Cari Berkas,Berhasil,PC Windows,192.168.1.41,1111.0,1.0,2025-05-30 16:11:22,False,Normal,NORMAL
SYNTHETIC,synth_10124,64,Lihat Perkara,Berhasil,PC Windows,192.168.1.217,4483.0,2.0,2025-09-02 14:48:03,False,Normal,NORMAL
REAL_DB,real_db_77,6,SETUP_2FA_GENERATE,SUCCESS,unknown,unknown,0.0,1.0,2026-07-05 22:09:40.643000,False,LOW,NORMAL
SYNTHETIC,synth_13877,54,Lihat Berkas,Berhasil,PC Windows,192.168.1.43,1539.0,5.0,2025-12-03 10:12:44,False,Normal,NORMAL
SYNTHETIC,synth_12678,33,Lihat Perkara,Berhasil,Laptop Windows,192.168.1.247,2249.0,2.0,2025-11-02 13:58:39,False,Normal,NORMAL
SYNTHETIC,synth_11460,39,Logout,Berhasil,Windows,192.168.1.188,531.0,1.0,2025-10-05 12:27:59,False,Normal,NORMAL
SYNTHETIC,synth_8194,44,Cari Berkas,Berhasil,iPhone,192.168.1.228,5201.0,7.0,2025-07-17 12:13:34,False,Normal,NORMAL
SYNTHETIC,synth_10353,38,Lihat Perkara,Berhasil,PC Windows,192.168.1.208,1017.0,6.0,2025-09-07 17:01:38,False,Normal,NORMAL
SYNTHETIC,synth_10514,59,Cari Berkas,Berhasil,Laptop Windows,192.168.1.138,4467.0,9.0,2025-09-11 09:28:25,False,Normal,NORMAL
SYNTHETIC,synth_2963,28,Logout,Berhasil,iPhone,192.168.1.73,232.0,1.0,2025-03-13 12:42:52,False,Normal,NORMAL
SYNTHETIC,synth_5154,1,Logout,Berhasil,Windows,192.168.1.8,780.0,1.0,2025-05-06 13:33:51,False,Normal,NORMAL
SYNTHETIC,synth_12005,68,Login,Gagal,PC Windows,192.168.1.18,788.0,1.0,2025-10-17 16:31:01,False,Normal,NORMAL
SYNTHETIC,synth_14573,48,Logout,Berhasil,Laptop Windows,192.168.1.199,1382.0,1.0,2025-12-20 15:05:48,False,Normal,NORMAL
SYNTHETIC,synth_12351,1,Login,Berhasil,Windows,192.168.1.8,1363.0,1.0,2025-10-25 09:15:16,False,Normal,NORMAL
SYNTHETIC,synth_8215,33,Lihat Perkara,Berhasil,Laptop Windows,192.168.1.247,5776.0,1.0,2025-07-18 08:17:28,False,Normal,NORMAL
