source_type,source_id,user_id,aksi,status,device,ip_address,durasi_ms,jumlah_objek,waktu,is_anomali,risk_level_source,candidate_type
SYNTHETIC,synth_11015,41,Lihat Perkara,Berhasil,Windows,192.168.1.251,5840.0,6.0,2025-09-25 08:13:19,False,Normal,NORMAL
REAL_DB,real_db_316,84,DELETE_RAK,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:18.455000,False,LOW,NORMAL
SYNTHETIC,synth_10707,65,Login,Berhasil,Windows,192.168.1.60,1844.0,1.0,2025-09-16 12:02:36,False,Normal,NORMAL
REAL_DB,real_db_192,8,SETUP_2FA_GENERATE,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 01:55:16.523000,False,LOW,NORMAL
REAL_DB,real_db_164,6,PINJAM,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 00:38:46.500000,False,LOW,NORMAL
REAL_DB,real_db_295,84,DELETE_USER,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:12.361000,False,LOW,NORMAL
SYNTHETIC,synth_9947,47,Logout,Berhasil,Windows,192.168.1.13,724.0,1.0,2025-08-29 11:16:31,False,Normal,NORMAL
SYNTHETIC,synth_1132,69,Lihat Perkara,Berhasil,Laptop Windows,192.168.1.235,1613.0,7.0,2025-01-25 14:42:02,False,Normal,NORMAL
SYNTHETIC,synth_11799,56,Cari Berkas,Berhasil,Laptop Windows,192.168.1.173,5293.0,10.0,2025-10-12 15:56:03,False,Normal,NORMAL
SYNTHETIC,synth_8413,84,Kelola Kode Klasifikasi,Berhasil,Windows,192.168.1.41,1295.0,10.0,2025-07-23 07:30:42,False,Normal,NORMAL
REAL_DB,real_db_296,84,CREATE_LEMARI,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:12.781000,False,LOW,NORMAL
SYNTHETIC,synth_2366,71,Lihat Perkara,Berhasil,PC Windows,192.168.1.56,1834.0,10.0,2025-02-25 12:00:53,False,Normal,NORMAL
REAL_DB,real_db_279,84,CREATE_PERKARA,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:13:57.951000,False,LOW,NORMAL
REAL_DB,real_db_276,84,CREATE_LEMARI,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:13:55.953000,False,LOW,NORMAL
SYNTHETIC,synth_6657,45,Lihat Perkara,Berhasil,PC Windows,192.168.1.149,5952.0,6.0,2025-06-12 09:20:10,False,Normal,NORMAL
SYNTHETIC,synth_4423,36,Logout,Berhasil,Windows,192.168.1.93,1086.0,1.0,2025-04-16 10:46:52,False,Normal,NORMAL
SYNTHETIC,synth_1784,8,Login,Berhasil,Laptop Windows,192.168.1.37,501.0,1.0,2025-02-11 13:04:25,False,Normal,NORMAL
SYNTHETIC,synth_8468,75,Lihat Perkara,Berhasil,Laptop Windows,192.168.1.192,2356.0,9.0,2025-07-23 16:33:13,False,Normal,NORMAL
SYNTHETIC,synth_8446,82,Cari Berkas,Berhasil,Android,192.168.1.25,5405.0,2.0,2025-07-23 09:55:50,False,Normal,NORMAL
SYNTHETIC,synth_4379,36,Cari Berkas,Berhasil,Windows,192.168.1.93,2798.0,6.0,2025-04-15 11:43:28,False,Normal,NORMAL
SYNTHETIC,synth_3605,66,Cari Berkas,Berhasil,Windows,192.168.1.208,3612.0,1.0,2025-03-27 13:46:42,False,Normal,NORMAL
SYNTHETIC,synth_13582,64,Cari Berkas,Berhasil,PC Windows,192.168.1.217,5828.0,5.0,2025-11-25 12:00:10,False,Normal,NORMAL
SYNTHETIC,synth_5729,69,Lihat Perkara,Berhasil,Laptop Windows,192.168.1.235,2563.0,7.0,2025-05-21 15:38:39,False,Normal,NORMAL
SYNTHETIC,synth_11652,59,Cari Berkas,Berhasil,Laptop Windows,192.168.1.138,1552.0,6.0,2025-10-09 14:13:38,False,Normal,NORMAL
SYNTHETIC,synth_3722,64,Logout,Berhasil,PC Windows,192.168.1.217,1353.0,1.0,2025-03-30 10:17:42,False,Normal,NORMAL
SYNTHETIC,synth_11887,85,Input Berkas,Berhasil,Laptop Windows,192.168.1.204,7474.0,1.0,2025-10-15 07:12:28,False,Normal,NORMAL
SYNTHETIC,synth_12407,48,Login,Berhasil,Laptop Windows,192.168.1.199,1940.0,1.0,2025-10-26 12:19:50,False,Normal,NORMAL
SYNTHETIC,synth_12554,28,Logout,Berhasil,iPhone,192.168.1.73,316.0,1.0,2025-10-30 13:06:01,False,Normal,NORMAL
REAL_DB,real_db_367,1,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-08-02 13:09:18.562000,False,LOW,NORMAL
SYNTHETIC,synth_10943,50,Lihat Perkara,Berhasil,Windows,192.168.1.220,5841.0,1.0,2025-09-23 10:30:35,False,Normal,NORMAL
REAL_DB,real_db_245,1,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 00:31:50.466000,False,LOW,NORMAL
REAL_DB,real_db_400,1,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-08-09 11:40:50.612000,False,LOW,NORMAL
SYNTHETIC,synth_4718,42,Lihat Perkara,Berhasil,Android,192.168.1.22,2408.0,9.0,2025-04-25 08:22:01,False,Normal,NORMAL
SYNTHETIC,synth_1726,22,Login,Berhasil,Windows,192.168.1.57,1061.0,1.0,2025-02-10 11:48:39,False,Normal,NORMAL
SYNTHETIC,synth_886,81,Logout,Berhasil,Laptop Windows,192.168.1.132,952.0,1.0,2025-01-21 12:04:30,False,Normal,NORMAL
REAL_DB,real_db_258,84,LOGOUT,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:10:34.935000,False,LOW,NORMAL
SYNTHETIC,synth_11616,48,Logout,Berhasil,Laptop Windows,192.168.1.199,1498.0,1.0,2025-10-09 09:35:16,False,Normal,NORMAL
SYNTHETIC,synth_13724,49,Login,Berhasil,PC Windows,192.168.1.254,1458.0,1.0,2025-11-29 08:56:55,False,Normal,NORMAL
SYNTHETIC,synth_14533,28,Lihat Perkara,Berhasil,iPhone,192.168.1.73,4903.0,1.0,2025-12-19 14:56:59,False,Normal,NORMAL
SYNTHETIC,synth_11566,56,Lihat Perkara,Berhasil,Laptop Windows,192.168.1.173,3365.0,5.0,2025-10-08 10:33:01,False,Normal,NORMAL
SYNTHETIC,synth_373,71,Cari Berkas,Berhasil,PC Windows,192.168.1.56,3537.0,9.0,2025-01-09 11:21:12,False,Normal,NORMAL
REAL_DB,real_db_290,86,AJUKAN_PEMINJAMAN,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:14:00.165000,False,LOW,NORMAL
SYNTHETIC,synth_13838,41,Logout,Berhasil,Windows,192.168.1.251,221.0,1.0,2025-12-01 12:01:48,False,Normal,NORMAL
SYNTHETIC,synth_6432,51,Logout,Berhasil,Laptop Windows,192.168.1.223,1247.0,1.0,2025-06-06 14:44:52,False,Normal,NORMAL
REAL_DB,real_db_138,1,UPDATE_PEMINJAMAN,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 23:04:55.238000,False,LOW,NORMAL
SYNTHETIC,synth_12034,35,Lihat Perkara,Berhasil,Windows,192.168.1.99,3037.0,5.0,2025-10-18 13:37:37,False,Normal,NORMAL
SYNTHETIC,synth_6714,69,Login,Berhasil,Laptop Windows,192.168.1.235,1729.0,1.0,2025-06-13 15:25:01,False,Normal,NORMAL
REAL_DB,real_db_394,6,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-08-02 13:21:50.477000,False,LOW,NORMAL
SYNTHETIC,synth_12136,81,Logout,Berhasil,Laptop Windows,192.168.1.132,1323.0,1.0,2025-10-20 12:36:32,False,Normal,NORMAL
SYNTHETIC,synth_8357,55,Input Berkas,Gagal,PC Windows,192.168.1.92,9254.0,4.0,2025-07-21 13:23:26,False,Normal,NORMAL
SYNTHETIC,synth_5686,48,Input Berkas,Berhasil,Laptop Windows,192.168.1.199,7113.0,2.0,2025-05-20 13:56:07,False,Normal,NORMAL
REAL_DB,real_db_121,1,CREATE_BERKAS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 22:59:50.239000,False,LOW,NORMAL
SYNTHETIC,synth_923,18,Cari Berkas,Berhasil,Windows,192.168.1.175,2808.0,10.0,2025-01-21 16:53:04,False,Normal,NORMAL
REAL_DB,real_db_303,84,VERIFIKASI_INTEGRITAS_BERKAS,VALID,axios/1.18.1,::ffff:127.0.0.1,0.0,1.0,2026-07-21 08:17:14.693000,False,LOW,NORMAL
REAL_DB,real_db_312,84,DELETE_PEMINJAMAN,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:17.872000,False,LOW,NORMAL
REAL_DB,real_db_248,6,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 07:40:17.318000,False,LOW,NORMAL
SYNTHETIC,synth_1705,61,Lihat Perkara,Berhasil,Android,192.168.1.99,4164.0,6.0,2025-02-09 16:31:24,False,Normal,NORMAL
REAL_DB,real_db_68,1,AKTIVASI_OTP,SUCCESS,unknown,unknown,0.0,1.0,2026-07-05 22:03:50.488000,False,LOW,NORMAL
SYNTHETIC,synth_3539,48,Input Berkas,Berhasil,Laptop Windows,192.168.1.199,7597.0,10.0,2025-03-25 14:20:50,False,Normal,NORMAL
SYNTHETIC,synth_8983,27,Lihat Perkara,Berhasil,Laptop Windows,192.168.1.116,3713.0,3.0,2025-08-06 07:33:44,False,Normal,NORMAL
SYNTHETIC,synth_10712,63,Lihat Perkara,Berhasil,iPhone,192.168.1.58,5418.0,10.0,2025-09-16 12:18:00,False,Normal,NORMAL
SYNTHETIC,synth_1506,25,Cari Berkas,Berhasil,iPhone,192.168.1.52,4386.0,9.0,2025-02-05 10:43:40,False,Normal,NORMAL
REAL_DB,real_db_398,6,LOGOUT,SUCCESS,unknown,unknown,0.0,1.0,2026-08-02 13:22:58.059000,False,LOW,NORMAL
REAL_DB,real_db_177,6,SETUJUI_PEMINJAMAN,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 00:46:04.031000,False,LOW,NORMAL
SYNTHETIC,synth_2879,29,Login,Berhasil,Windows,192.168.1.196,1727.0,1.0,2025-03-11 10:17:14,False,Normal,NORMAL
REAL_DB,real_db_384,6,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-08-02 13:21:03.876000,False,LOW,NORMAL
REAL_DB,real_db_377,1,LOGOUT,SUCCESS,unknown,unknown,0.0,1.0,2026-08-02 13:18:34.879000,False,LOW,NORMAL
SYNTHETIC,synth_12201,44,Lihat Perkara,Berhasil,iPhone,192.168.1.228,2778.0,3.0,2025-10-22 07:23:57,False,Normal,NORMAL
REAL_DB,real_db_411,1,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-08-15 16:45:47.177000,False,LOW,NORMAL
SYNTHETIC,synth_3370,55,Logout,Berhasil,PC Windows,192.168.1.92,549.0,1.0,2025-03-22 12:08:17,False,Normal,NORMAL
SYNTHETIC,synth_1610,68,Login,Berhasil,PC Windows,192.168.1.18,1231.0,1.0,2025-02-08 08:41:41,False,Normal,NORMAL
SYNTHETIC,synth_10393,52,Lihat Perkara,Berhasil,Windows,192.168.1.99,2293.0,2.0,2025-09-08 14:11:06,False,Normal,NORMAL
SYNTHETIC,synth_8701,20,Cari Berkas,Berhasil,iPhone,192.168.1.110,4402.0,7.0,2025-07-28 13:50:06,False,Normal,NORMAL
SYNTHETIC,synth_13547,30,Cari Berkas,Berhasil,Laptop Windows,192.168.1.180,3309.0,1.0,2025-11-24 12:16:23,False,Normal,NORMAL
SYNTHETIC,synth_10378,75,Login,Berhasil,Laptop Windows,192.168.1.192,1461.0,1.0,2025-09-08 11:30:20,False,Normal,NORMAL
SYNTHETIC,synth_3713,60,Cari Berkas,Berhasil,Laptop Windows,192.168.1.43,5993.0,10.0,2025-03-30 07:23:36,False,Normal,NORMAL
SYNTHETIC,synth_10157,49,Lihat Perkara,Berhasil,PC Windows,192.168.1.254,5684.0,10.0,2025-09-03 13:42:44,False,Normal,NORMAL
SYNTHETIC,synth_14543,66,Lihat Perkara,Berhasil,Windows,192.168.1.208,5917.0,3.0,2025-12-20 08:27:39,False,Normal,NORMAL
SYNTHETIC,synth_143,84,Kelola Kode Klasifikasi,Berhasil,Windows,192.168.1.41,5772.0,7.0,2025-01-03 13:14:40,False,Normal,NORMAL
SYNTHETIC,synth_5791,18,Login,Berhasil,Windows,192.168.1.175,1495.0,1.0,2025-05-23 08:15:32,False,Normal,NORMAL
SYNTHETIC,synth_14627,19,Logout,Berhasil,iPhone,192.168.1.24,306.0,1.0,2025-12-22 08:14:11,False,Normal,NORMAL
SYNTHETIC,synth_13683,38,Cari Berkas,Berhasil,PC Windows,192.168.1.208,3720.0,3.0,2025-11-28 10:34:01,False,Normal,NORMAL
SYNTHETIC,synth_7832,86,Login,Gagal,Android,192.168.1.154,1129.0,1.0,2025-07-09 16:16:58,False,Normal,NORMAL
SYNTHETIC,synth_2772,75,Lihat Perkara,Berhasil,Laptop Windows,192.168.1.192,5189.0,6.0,2025-03-08 14:08:21,False,Normal,NORMAL
SYNTHETIC,synth_470,86,Login,Berhasil,Android,192.168.1.154,1303.0,1.0,2025-01-12 07:43:25,False,Normal,NORMAL
REAL_DB,real_db_116,1,CREATE_LEMARI,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 22:59:39.320000,False,LOW,NORMAL
SYNTHETIC,synth_3627,50,Login,Berhasil,Windows,192.168.1.220,1188.0,1.0,2025-03-28 09:53:03,False,Normal,NORMAL
SYNTHETIC,synth_10834,18,Lihat Perkara,Berhasil,Windows,192.168.1.175,2558.0,8.0,2025-09-20 09:04:05,False,Normal,NORMAL
SYNTHETIC,synth_5005,84,Kelola User,Berhasil,Windows,192.168.1.41,6058.0,4.0,2025-05-02 10:52:38,False,Normal,NORMAL
SYNTHETIC,synth_4661,60,Login,Berhasil,Laptop Windows,192.168.1.43,689.0,1.0,2025-04-24 07:00:35,False,Normal,NORMAL
SYNTHETIC,synth_6071,38,Logout,Berhasil,PC Windows,192.168.1.208,679.0,1.0,2025-05-29 08:18:09,False,Normal,NORMAL
REAL_DB,real_db_194,8,AJUKAN_PEMINJAMAN,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 01:59:13.786000,False,LOW,NORMAL
SYNTHETIC,synth_3656,73,Logout,Berhasil,Android,192.168.1.38,903.0,1.0,2025-03-28 14:04:18,False,Normal,NORMAL
SYNTHETIC,synth_9874,47,Logout,Berhasil,Windows,192.168.1.13,805.0,1.0,2025-08-27 15:33:02,False,Normal,NORMAL
SYNTHETIC,synth_5039,41,Logout,Berhasil,Windows,192.168.1.251,1424.0,1.0,2025-05-03 08:32:37,False,Normal,NORMAL
REAL_DB,real_db_265,84,CREATE_PERKARA,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:10:37.720000,False,LOW,NORMAL
SYNTHETIC,synth_484,67,Logout,Berhasil,PC Windows,192.168.1.104,1169.0,1.0,2025-01-12 09:21:57,False,Normal,NORMAL
SYNTHETIC,synth_12187,46,Lihat Perkara,Berhasil,Laptop Windows,192.168.1.182,1254.0,6.0,2025-10-21 13:34:42,False,Normal,NORMAL
REAL_DB,real_db_77,6,SETUP_2FA_GENERATE,SUCCESS,unknown,unknown,0.0,1.0,2026-07-05 22:09:40.643000,False,LOW,NORMAL
SYNTHETIC,synth_8673,86,Lihat Perkara,Berhasil,Android,192.168.1.154,3655.0,1.0,2025-07-28 08:53:05,False,Normal,NORMAL
SYNTHETIC,synth_1197,60,Lihat Perkara,Berhasil,Laptop Windows,192.168.1.43,2257.0,2.0,2025-01-27 14:56:09,False,Normal,NORMAL
SYNTHETIC,synth_2902,53,Logout,Berhasil,PC Windows,192.168.1.118,505.0,1.0,2025-03-12 08:26:15,False,Normal,NORMAL
SYNTHETIC,synth_4678,56,Logout,Berhasil,Laptop Windows,192.168.1.173,503.0,1.0,2025-04-24 09:51:35,False,Normal,NORMAL
SYNTHETIC,synth_3893,30,Cari Berkas,Berhasil,Laptop Windows,192.168.1.180,1192.0,8.0,2025-04-03 13:30:48,False,Normal,NORMAL
SYNTHETIC,synth_14723,58,Login,Berhasil,Windows,192.168.1.157,898.0,1.0,2025-12-24 14:20:43,False,Normal,NORMAL
SYNTHETIC,synth_10372,32,Cari Berkas,Berhasil,PC Windows,192.168.1.41,552.0,7.0,2025-09-08 10:26:23,False,Normal,NORMAL
SYNTHETIC,synth_12282,79,Lihat Perkara,Berhasil,iPhone,192.168.1.104,1263.0,2.0,2025-10-23 14:11:00,False,Normal,NORMAL
SYNTHETIC,synth_361,42,Login,Berhasil,Android,192.168.1.22,611.0,1.0,2025-01-09 10:42:57,False,Normal,NORMAL
SYNTHETIC,synth_3273,6,Login,Berhasil,PC Windows,192.168.1.64,322.0,1.0,2025-03-21 08:05:32,False,Normal,NORMAL
SYNTHETIC,synth_9170,47,Logout,Berhasil,Windows,192.168.1.13,1420.0,1.0,2025-08-09 13:12:45,False,Normal,NORMAL
