source_type,source_id,user_id,aksi,status,device,ip_address,durasi_ms,jumlah_objek,waktu,is_anomali,risk_level_source,candidate_type,anomaly_type,severity,base_record_id,mutated_features,raw_before,raw_after,primary_joint_combination,primary_joint_frequency,threat_rationale,preprocessing_status
V8_ANOMALY,v8_t1_10,9363,Logout,Berhasil,Virtual Machine,8.8.8.8,0.0,2.0,2025-01-15 01:29:02,True,High,ANOMALY,impossible_credential_shift,Severe,synth_6788,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 55, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.92"", ""device"": ""PC Windows"", ""durasi_ms"": 589.0}","{""user_id"": 9363, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_11,9154,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,0.0,3.0,2025-01-15 03:40:55,True,High,ANOMALY,impossible_credential_shift,Severe,synth_8324,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 69, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.235"", ""device"": ""Laptop Windows"", ""durasi_ms"": 3488.0}","{""user_id"": 9154, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_12,9366,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,0.0,4.0,2025-01-15 04:24:19,True,High,ANOMALY,impossible_credential_shift,Severe,synth_799,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 56, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.173"", ""device"": ""Laptop Windows"", ""durasi_ms"": 1478.0}","{""user_id"": 9366, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_13,9370,Lihat Berkas,Berhasil,Virtual Machine,8.8.8.8,0.0,1.0,2025-01-15 05:28:47,True,High,ANOMALY,impossible_credential_shift,Severe,synth_14496,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 6, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.64"", ""device"": ""PC Windows"", ""durasi_ms"": 6797.0}","{""user_id"": 9370, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_14,9462,Logout,Berhasil,Virtual Machine,8.8.8.8,0.0,1.0,2025-01-15 01:41:28,True,High,ANOMALY,impossible_credential_shift,Severe,synth_2625,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 46, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.182"", ""device"": ""Laptop Windows"", ""durasi_ms"": 397.0}","{""user_id"": 9462, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_15,9226,Login,Berhasil,Virtual Machine,8.8.8.8,0.0,3.0,2025-01-15 01:40:56,True,High,ANOMALY,impossible_credential_shift,Severe,synth_5745,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 81, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.132"", ""device"": ""Laptop Windows"", ""durasi_ms"": 901.0}","{""user_id"": 9226, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_16,9160,Logout,Berhasil,Virtual Machine,8.8.8.8,0.0,4.0,2025-01-15 02:37:42,True,High,ANOMALY,impossible_credential_shift,Severe,synth_53,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 6, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.64"", ""device"": ""PC Windows"", ""durasi_ms"": 939.0}","{""user_id"": 9160, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_17,9312,Login,Berhasil,Virtual Machine,8.8.8.8,0.0,4.0,2025-01-15 00:49:26,True,High,ANOMALY,impossible_credential_shift,Severe,synth_6151,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 28, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.73"", ""device"": ""iPhone"", ""durasi_ms"": 455.0}","{""user_id"": 9312, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_18,9840,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,0.0,2.0,2025-01-15 04:53:17,True,High,ANOMALY,impossible_credential_shift,Severe,synth_10259,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 59, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.138"", ""device"": ""Laptop Windows"", ""durasi_ms"": 1387.0}","{""user_id"": 9840, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_19,9681,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,0.0,3.0,2025-01-15 01:08:49,True,High,ANOMALY,impossible_credential_shift,Severe,synth_7430,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 70, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.226"", ""device"": ""iPhone"", ""durasi_ms"": 2485.0}","{""user_id"": 9681, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_20,9804,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,0.0,1.0,2025-01-15 01:47:47,True,High,ANOMALY,impossible_credential_shift,Severe,synth_6374,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 71, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.56"", ""device"": ""PC Windows"", ""durasi_ms"": 4735.0}","{""user_id"": 9804, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_21,9664,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,0.0,2.0,2025-01-15 04:42:16,True,High,ANOMALY,impossible_credential_shift,Severe,synth_9107,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 38, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.208"", ""device"": ""PC Windows"", ""durasi_ms"": 1051.0}","{""user_id"": 9664, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_22,9555,Login,Berhasil,Virtual Machine,8.8.8.8,0.0,2.0,2025-01-15 04:30:34,True,High,ANOMALY,impossible_credential_shift,Severe,synth_8148,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 53, ""status"": ""Gagal"", ""ip_address"": ""192.168.1.118"", ""device"": ""PC Windows"", ""durasi_ms"": 1035.0}","{""user_id"": 9555, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_23,9139,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,0.0,1.0,2025-01-15 00:06:26,True,High,ANOMALY,impossible_credential_shift,Severe,synth_11671,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 58, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.157"", ""device"": ""Windows"", ""durasi_ms"": 1793.0}","{""user_id"": 9139, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_24,9653,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,0.0,2.0,2025-01-15 04:51:33,True,High,ANOMALY,impossible_credential_shift,Severe,synth_2354,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 67, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.104"", ""device"": ""PC Windows"", ""durasi_ms"": 4632.0}","{""user_id"": 9653, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_25,9764,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,0.0,3.0,2025-01-15 00:38:33,True,High,ANOMALY,impossible_credential_shift,Severe,synth_1242,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 21, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.9"", ""device"": ""Windows"", ""durasi_ms"": 3212.0}","{""user_id"": 9764, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_26,9090,Logout,Berhasil,Virtual Machine,8.8.8.8,0.0,3.0,2025-01-15 03:47:18,True,High,ANOMALY,impossible_credential_shift,Severe,synth_12934,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 66, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.208"", ""device"": ""Windows"", ""durasi_ms"": 820.0}","{""user_id"": 9090, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_27,9030,Lihat Berkas,Berhasil,Virtual Machine,8.8.8.8,0.0,2.0,2025-01-15 03:26:58,True,High,ANOMALY,impossible_credential_shift,Severe,synth_90,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 6, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.64"", ""device"": ""PC Windows"", ""durasi_ms"": 3701.0}","{""user_id"": 9030, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_28,9276,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,0.0,2.0,2025-01-15 01:59:51,True,High,ANOMALY,impossible_credential_shift,Severe,synth_9597,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 28, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.73"", ""device"": ""iPhone"", ""durasi_ms"": 5903.0}","{""user_id"": 9276, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_29,9233,Logout,Berhasil,Virtual Machine,8.8.8.8,0.0,4.0,2025-01-15 00:03:51,True,High,ANOMALY,impossible_credential_shift,Severe,synth_12288,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 36, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.93"", ""device"": ""Windows"", ""durasi_ms"": 221.0}","{""user_id"": 9233, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_30,9916,Login,Berhasil,Virtual Machine,8.8.8.8,0.0,2.0,2025-01-15 01:26:39,True,High,ANOMALY,impossible_credential_shift,Severe,synth_12821,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 82, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.25"", ""device"": ""Android"", ""durasi_ms"": 1195.0}","{""user_id"": 9916, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_31,9556,Login,Berhasil,Virtual Machine,8.8.8.8,0.0,3.0,2025-01-15 00:47:59,True,High,ANOMALY,impossible_credential_shift,Severe,synth_13142,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 81, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.132"", ""device"": ""Laptop Windows"", ""durasi_ms"": 512.0}","{""user_id"": 9556, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_32,9408,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,0.0,2.0,2025-01-15 03:25:48,True,High,ANOMALY,impossible_credential_shift,Severe,synth_10758,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 42, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.22"", ""device"": ""Android"", ""durasi_ms"": 1003.0}","{""user_id"": 9408, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_33,9166,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,0.0,2.0,2025-01-15 01:01:06,True,High,ANOMALY,impossible_credential_shift,Severe,synth_2367,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 71, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.56"", ""device"": ""PC Windows"", ""durasi_ms"": 1552.0}","{""user_id"": 9166, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_34,9770,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,0.0,3.0,2025-01-15 00:41:27,True,High,ANOMALY,impossible_credential_shift,Severe,synth_5865,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 45, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.149"", ""device"": ""PC Windows"", ""durasi_ms"": 1785.0}","{""user_id"": 9770, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_35,9161,Logout,Berhasil,Virtual Machine,8.8.8.8,0.0,4.0,2025-01-15 04:30:56,True,High,ANOMALY,impossible_credential_shift,Severe,synth_4910,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 36, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.93"", ""device"": ""Windows"", ""durasi_ms"": 233.0}","{""user_id"": 9161, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_36,9496,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,0.0,3.0,2025-01-15 00:29:26,True,High,ANOMALY,impossible_credential_shift,Severe,synth_14233,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 49, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.254"", ""device"": ""PC Windows"", ""durasi_ms"": 1868.0}","{""user_id"": 9496, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_37,9380,Logout,Berhasil,Virtual Machine,8.8.8.8,0.0,1.0,2025-01-15 00:18:41,True,High,ANOMALY,impossible_credential_shift,Severe,synth_9660,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 38, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.208"", ""device"": ""PC Windows"", ""durasi_ms"": 219.0}","{""user_id"": 9380, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_38,9606,Logout,Berhasil,Virtual Machine,8.8.8.8,0.0,2.0,2025-01-15 03:57:05,True,High,ANOMALY,impossible_credential_shift,Severe,synth_8135,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 34, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.28"", ""device"": ""PC Windows"", ""durasi_ms"": 242.0}","{""user_id"": 9606, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_39,9117,Login,Berhasil,Virtual Machine,8.8.8.8,0.0,2.0,2025-01-15 02:57:21,True,High,ANOMALY,impossible_credential_shift,Severe,synth_9940,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 47, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.13"", ""device"": ""Windows"", ""durasi_ms"": 404.0}","{""user_id"": 9117, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_40,9494,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,0.0,3.0,2025-01-15 05:27:15,True,High,ANOMALY,impossible_credential_shift,Severe,synth_9596,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 28, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.73"", ""device"": ""iPhone"", ""durasi_ms"": 5019.0}","{""user_id"": 9494, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
V8_ANOMALY,v8_t1_41,9968,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,0.0,2.0,2025-01-15 04:46:15,True,High,ANOMALY,impossible_credential_shift,Severe,synth_6184,"user_id,status,ip_address,device,hour,duration_ms","{""user_id"": 85, ""status"": ""Berhasil"", ""ip_address"": ""192.168.1.204"", ""device"": ""Laptop Windows"", ""durasi_ms"": 1226.0}","{""user_id"": 9968, ""status"": ""Berhasil"", ""ip_address"": ""8.8.8.8"", ""device"": ""Virtual Machine"", ""durasi_ms"": 0.0}",Berhasil+External+VM+Night+ZeroDuration,0,Impossible: successful operation from external VM at night with no telemetry,pending
