source_type,source_id,user_id,aksi,status,device,ip_address,durasi_ms,jumlah_objek,waktu,is_anomali,risk_level_source,candidate_type,anomaly_type,severity,base_record_id,mutated_features,raw_before,raw_after,primary_joint_combination,primary_joint_frequency,primary_rarity_score,threat_rationale,preprocessing_status
SYNTHETIC,synth_9215,54,Verifikasi,Berhasil,Virtual Machine,8.8.8.8,9637.0,10.0,2025-08-11 10:07:21,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_9215,"ip_address,device","{""aksi"": ""Verifikasi"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.43"", ""durasi_ms"": 9637.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-08-11 10:07:21""}","{""aksi"": ""Verifikasi"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 9637.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-08-11 10:07:21""}","[""12-17"", ""Verifikasi"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_14501,31,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,1412.0,6.0,2025-12-18 14:43:21,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_14501,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.89"", ""durasi_ms"": 1412.0, ""jumlah_objek"": 6.0, ""waktu"": ""2025-12-18 14:43:21""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1412.0, ""jumlah_objek"": 6.0, ""waktu"": ""2025-12-18 14:43:21""}","[""18-23"", ""Kelola Perkara"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_3398,61,Logout,Berhasil,Virtual Machine,8.8.8.8,903.0,1.0,2025-03-22 13:52:40,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_3398,"ip_address,device","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.99"", ""durasi_ms"": 903.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-03-22 13:52:40""}","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 903.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-03-22 13:52:40""}","[""18-23"", ""Logout"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_1526,25,Login,Berhasil,Virtual Machine,8.8.8.8,1425.0,1.0,2025-02-05 16:41:51,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_1526,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.52"", ""durasi_ms"": 1425.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-02-05 16:41:51""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1425.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-02-05 16:41:51""}","[""18-23"", ""Login"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_9689,27,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,1361.0,10.0,2025-08-22 15:55:10,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_9689,"ip_address,device","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.116"", ""durasi_ms"": 1361.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-08-22 15:55:10""}","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1361.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-08-22 15:55:10""}","[""18-23"", ""Akses Berkas"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_3424,23,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,903.0,8.0,2025-03-23 08:07:42,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_3424,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.131"", ""durasi_ms"": 903.0, ""jumlah_objek"": 8.0, ""waktu"": ""2025-03-23 08:07:42""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 903.0, ""jumlah_objek"": 8.0, ""waktu"": ""2025-03-23 08:07:42""}","[""12-17"", ""Kelola Perkara"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_10330,86,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,3069.0,1.0,2025-09-07 09:50:02,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_10330,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.154"", ""durasi_ms"": 3069.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-07 09:50:02""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 3069.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-07 09:50:02""}","[""12-17"", ""Kelola Perkara"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_1536,68,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,3099.0,4.0,2025-02-06 07:36:51,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_1536,"ip_address,device","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.18"", ""durasi_ms"": 3099.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-02-06 07:36:51""}","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 3099.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-02-06 07:36:51""}","[""12-17"", ""Akses Berkas"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_7580,80,Login,Berhasil,Virtual Machine,8.8.8.8,1261.0,1.0,2025-07-03 12:39:54,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_7580,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.58"", ""durasi_ms"": 1261.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-07-03 12:39:54""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1261.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-07-03 12:39:54""}","[""18-23"", ""Login"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_11716,55,Lihat Berkas,Berhasil,Virtual Machine,8.8.8.8,4769.0,10.0,2025-10-10 14:29:14,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_11716,"ip_address,device","{""aksi"": ""Lihat Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.92"", ""durasi_ms"": 4769.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-10-10 14:29:14""}","{""aksi"": ""Lihat Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 4769.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-10-10 14:29:14""}","[""18-23"", ""Akses Berkas"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_5976,65,Logout,Berhasil,Virtual Machine,8.8.8.8,943.0,1.0,2025-05-26 15:34:47,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_5976,"ip_address,device","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.60"", ""durasi_ms"": 943.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-05-26 15:34:47""}","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 943.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-05-26 15:34:47""}","[""18-23"", ""Logout"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_7147,20,Login,Berhasil,Virtual Machine,8.8.8.8,330.0,1.0,2025-06-23 10:32:43,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_7147,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.110"", ""durasi_ms"": 330.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-06-23 10:32:43""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 330.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-06-23 10:32:43""}","[""12-17"", ""Login"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_8269,57,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,3845.0,5.0,2025-07-19 11:20:45,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_8269,"ip_address,device","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.181"", ""durasi_ms"": 3845.0, ""jumlah_objek"": 5.0, ""waktu"": ""2025-07-19 11:20:45""}","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 3845.0, ""jumlah_objek"": 5.0, ""waktu"": ""2025-07-19 11:20:45""}","[""18-23"", ""Akses Berkas"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_1763,47,Logout,Berhasil,Virtual Machine,8.8.8.8,640.0,1.0,2025-02-10 14:57:39,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_1763,"ip_address,device","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.13"", ""durasi_ms"": 640.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-02-10 14:57:39""}","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 640.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-02-10 14:57:39""}","[""18-23"", ""Logout"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_10684,54,Logout,Berhasil,Virtual Machine,8.8.8.8,1136.0,1.0,2025-09-15 16:31:30,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_10684,"ip_address,device","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.43"", ""durasi_ms"": 1136.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-15 16:31:30""}","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1136.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-15 16:31:30""}","[""18-23"", ""Logout"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_4226,34,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,3610.0,8.0,2025-04-11 14:05:09,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_4226,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.28"", ""durasi_ms"": 3610.0, ""jumlah_objek"": 8.0, ""waktu"": ""2025-04-11 14:05:09""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 3610.0, ""jumlah_objek"": 8.0, ""waktu"": ""2025-04-11 14:05:09""}","[""18-23"", ""Kelola Perkara"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_9421,29,Login,Berhasil,Virtual Machine,8.8.8.8,1704.0,1.0,2025-08-15 11:06:53,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_9421,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.196"", ""durasi_ms"": 1704.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-08-15 11:06:53""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1704.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-08-15 11:06:53""}","[""18-23"", ""Login"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_11814,72,Login,Berhasil,Virtual Machine,8.8.8.8,1557.0,1.0,2025-10-13 10:35:56,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_11814,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.103"", ""durasi_ms"": 1557.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-10-13 10:35:56""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1557.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-10-13 10:35:56""}","[""12-17"", ""Login"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_10333,69,Login,Berhasil,Virtual Machine,8.8.8.8,578.0,1.0,2025-09-07 11:40:43,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_10333,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.235"", ""durasi_ms"": 578.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-07 11:40:43""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 578.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-07 11:40:43""}","[""18-23"", ""Login"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_7171,28,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,5242.0,2.0,2025-06-24 08:03:25,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_7171,"ip_address,device","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.73"", ""durasi_ms"": 5242.0, ""jumlah_objek"": 2.0, ""waktu"": ""2025-06-24 08:03:25""}","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 5242.0, ""jumlah_objek"": 2.0, ""waktu"": ""2025-06-24 08:03:25""}","[""12-17"", ""Akses Berkas"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_1002,63,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,1965.0,1.0,2025-01-23 10:08:14,False,Normal,ANOMALY_V5,suspicious_external_access,Mild,synth_1002,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.58"", ""durasi_ms"": 1965.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-01-23 10:08:14""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1965.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-01-23 10:08:14""}","[""12-17"", ""Kelola Perkara"", ""Virtual Machine"", ""Public IP Address""]",0.0,,suspicious external access from an unseen external/VM combination,PASS_RAW_TO_PROCESS_RECORD
