user_id,activity,status,device,ip_address,duration_ms,object_count,hour,day_of_week,source_type,source_id,candidate_type,anomaly_type,severity,mutated_features,num_mutated_features,source_record_id
23.0,Logout,Berhasil,PC Windows,Public IP Address,7.281385663570282,0.6931471805599453,23,2,SYNTHETIC,synth_9345,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_9345
70.0,Akses Berkas,Berhasil,iOS,Public IP Address,6.859614903654202,1.791759469228055,14,2,SYNTHETIC,synth_8734,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_8734
63.0,Logout,Berhasil,iOS,Public IP Address,6.726233402358747,0.6931471805599453,17,3,SYNTHETIC,synth_1004,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_1004
50.0,Logout,Berhasil,PC Windows,Public IP Address,7.059617628291383,0.6931471805599453,20,3,SYNTHETIC,synth_14206,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_14206
52.0,Login,Berhasil,PC Windows,Public IP Address,6.715383386334681,0.6931471805599453,14,3,SYNTHETIC,synth_1263,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_1263
33.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,8.698681067461614,1.0986122886681098,20,6,SYNTHETIC,synth_3461,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_3461
63.0,Kelola Perkara,Berhasil,iOS,Public IP Address,8.356789669923213,1.0986122886681098,23,3,SYNTHETIC,synth_9397,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_9397
54.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,8.617219505483362,2.19722457733622,17,0,SYNTHETIC,synth_12442,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_12442
64.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,8.67060073804555,1.791759469228055,19,1,SYNTHETIC,synth_13582,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_13582
46.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,7.648739788956242,1.9459101490553128,23,3,SYNTHETIC,synth_1890,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_1890
66.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,6.47543271670409,2.302585092994046,14,5,SYNTHETIC,synth_9697,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_9697
86.0,Logout,Berhasil,Android,Public IP Address,6.902742737158593,0.6931471805599453,15,0,SYNTHETIC,synth_8675,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_8675
55.0,Verifikasi,Berhasil,PC Windows,Public IP Address,7.207118856207756,1.791759469228055,23,6,SYNTHETIC,synth_1150,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_1150
63.0,Kelola Perkara,Berhasil,iOS,Public IP Address,8.53050420547591,1.9459101490553128,20,1,SYNTHETIC,synth_9556,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_9556
1.0,Laporan & Anomali,Berhasil,PC Windows,Public IP Address,7.7284157798410416,1.0986122886681098,14,3,SYNTHETIC,synth_13366,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_13366
25.0,Login,Berhasil,iOS,Public IP Address,7.262628600974241,0.6931471805599453,23,2,SYNTHETIC,synth_1526,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_1526
79.0,Kelola Perkara,Berhasil,iOS,Public IP Address,7.142036574706803,1.0986122886681098,21,3,SYNTHETIC,synth_12282,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_12282
75.0,Login,Gagal,PC Windows,Public IP Address,7.2640301428995295,0.6931471805599453,22,3,SYNTHETIC,synth_2729,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_2729
20.0,Login,Berhasil,iOS,Public IP Address,6.81783057145415,0.6931471805599453,23,4,SYNTHETIC,synth_11085,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_11085
75.0,Logout,Berhasil,PC Windows,Public IP Address,7.150701457592526,0.6931471805599453,23,2,SYNTHETIC,synth_8470,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_8470
53.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,8.292798858200374,0.6931471805599453,22,4,SYNTHETIC,synth_12601,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_12601
70.0,Kelola Perkara,Berhasil,iOS,Public IP Address,8.564649132572534,2.19722457733622,19,0,SYNTHETIC,synth_8939,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_8939
50.0,Logout,Berhasil,PC Windows,Public IP Address,6.535241271013659,0.6931471805599453,14,6,SYNTHETIC,synth_8900,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_8900
53.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,7.273786317844895,0.6931471805599453,15,4,SYNTHETIC,synth_10573,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_10573
29.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,7.487173694213739,1.0986122886681098,22,3,SYNTHETIC,synth_11660,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_11660
26.0,Kelola Perkara,Berhasil,iOS,Public IP Address,6.778784897685177,2.3978952727983707,22,4,SYNTHETIC,synth_12321,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_12321
20.0,Login,Berhasil,iOS,Public IP Address,7.412160334945205,0.6931471805599453,19,0,SYNTHETIC,synth_7478,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_7478
48.0,Login,Gagal,PC Windows,Public IP Address,5.808142489980444,0.6931471805599453,20,5,SYNTHETIC,synth_10288,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_10288
62.0,Logout,Berhasil,PC Windows,Public IP Address,6.3818160174060985,0.6931471805599453,15,5,SYNTHETIC,synth_4760,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_4760
29.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,8.683554728631462,2.079441541679836,20,5,SYNTHETIC,synth_1369,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_1369
29.0,Logout,Berhasil,PC Windows,Public IP Address,5.552959584921617,0.6931471805599453,19,0,SYNTHETIC,synth_12132,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_12132
60.0,Login,Berhasil,PC Windows,Public IP Address,7.59488438721652,0.6931471805599453,22,2,SYNTHETIC,synth_5467,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_5467
34.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,8.346404870435956,2.3978952727983707,15,6,SYNTHETIC,synth_8288,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_8288
27.0,Login,Berhasil,PC Windows,Public IP Address,7.30854279753919,0.6931471805599453,22,3,SYNTHETIC,synth_11312,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_11312
84.0,Laporan & Anomali,Berhasil,PC Windows,Public IP Address,8.197538739721184,1.3862943611198906,17,4,SYNTHETIC,synth_5004,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_5004
55.0,Logout,Berhasil,PC Windows,Public IP Address,5.891644211825772,0.6931471805599453,17,0,SYNTHETIC,synth_9766,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_9766
1.0,Akses Berkas,Berhasil,Unknown Device,Public IP Address,0.0,0.6931471805599453,18,6,REAL_DB,real_db_402,ANOMALY,external_ip_single_probe,Mild,ip_address,1,real_db_402
68.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,8.67470962929122,0.6931471805599453,16,4,SYNTHETIC,synth_10233,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_10233
82.0,Logout,Berhasil,Android,Public IP Address,6.597145701886651,0.6931471805599453,21,2,SYNTHETIC,synth_10755,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_10755
6.0,Login,Berhasil,PC Windows,Public IP Address,5.8664680569332965,0.6931471805599453,23,5,SYNTHETIC,synth_3705,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_3705
36.0,Login,Berhasil,PC Windows,Public IP Address,7.163946684342547,0.6931471805599453,17,3,SYNTHETIC,synth_2714,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_2714
65.0,Logout,Berhasil,PC Windows,Public IP Address,7.182352111885263,0.6931471805599453,14,1,SYNTHETIC,synth_13033,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_13033
55.0,Kelola Berkas,Berhasil,PC Windows,Public IP Address,8.716535732544495,1.0986122886681098,16,6,SYNTHETIC,synth_7949,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_7949
52.0,Logout,Berhasil,PC Windows,Public IP Address,6.778784897685177,0.6931471805599453,18,4,SYNTHETIC,synth_2748,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_2748
51.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,7.587817219993427,2.19722457733622,15,6,SYNTHETIC,synth_2526,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_2526
54.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,8.24800570160062,2.079441541679836,18,5,SYNTHETIC,synth_7053,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_7053
54.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,8.484049972822984,1.9459101490553128,21,3,SYNTHETIC,synth_4698,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_4698
52.0,Logout,Berhasil,PC Windows,Public IP Address,6.456769655572163,0.6931471805599453,18,5,SYNTHETIC,synth_10844,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_10844
73.0,Kelola Perkara,Berhasil,Android,Public IP Address,8.637462023807181,1.0986122886681098,21,2,SYNTHETIC,synth_2932,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_2932
28.0,Logout,Berhasil,iOS,Public IP Address,6.679599185844383,0.6931471805599453,18,5,SYNTHETIC,synth_6735,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_6735
22.0,Login,Berhasil,PC Windows,Public IP Address,7.055312843339752,0.6931471805599453,19,4,SYNTHETIC,synth_4483,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_4483
78.0,Logout,Berhasil,iOS,Public IP Address,6.875232087276577,0.6931471805599453,14,1,SYNTHETIC,synth_4603,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_4603
1.0,Kelola User,Berhasil,PC Windows,Public IP Address,8.549660381553739,0.6931471805599453,19,4,SYNTHETIC,synth_8587,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_8587
44.0,Login,Berhasil,iOS,Public IP Address,6.3835066348840055,0.6931471805599453,14,5,SYNTHETIC,synth_9978,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_9978
48.0,Logout,Berhasil,PC Windows,Public IP Address,7.262628600974241,0.6931471805599453,19,3,SYNTHETIC,synth_1551,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_1551
45.0,Login,Berhasil,PC Windows,Public IP Address,7.585281078639126,0.6931471805599453,19,6,SYNTHETIC,synth_10647,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_10647
40.0,Kelola Perkara,Berhasil,Android,Public IP Address,8.304247465078474,2.3978952727983707,14,5,SYNTHETIC,synth_6438,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_6438
18.0,Logout,Berhasil,PC Windows,Public IP Address,7.066466970136958,0.6931471805599453,18,0,SYNTHETIC,synth_3105,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_3105
64.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,6.594413459749778,2.19722457733622,15,4,SYNTHETIC,synth_2195,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_2195
38.0,Login,Berhasil,PC Windows,Public IP Address,5.961005339623274,0.6931471805599453,14,6,SYNTHETIC,synth_189,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_189
37.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,7.455876687491824,1.791759469228055,14,0,SYNTHETIC,synth_8006,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_8006
69.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,8.134174272137903,1.791759469228055,19,1,SYNTHETIC,synth_6890,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_6890
64.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,8.258940462988459,2.302585092994046,20,0,SYNTHETIC,synth_3493,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_3493
50.0,Login,Berhasil,PC Windows,Public IP Address,6.903747257584598,0.6931471805599453,20,2,SYNTHETIC,synth_3207,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_3207
18.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,8.65084957622891,2.302585092994046,22,6,SYNTHETIC,synth_11140,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_11140
28.0,Kelola Perkara,Berhasil,iOS,Public IP Address,8.363342466597977,0.6931471805599453,21,0,SYNTHETIC,synth_6861,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_6861
85.0,Login,Berhasil,PC Windows,Public IP Address,7.428333194190806,0.6931471805599453,17,2,SYNTHETIC,synth_9589,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_9589
85.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,8.39728289474368,2.3978952727983707,22,6,SYNTHETIC,synth_8921,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_8921
36.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,8.574140471857987,2.3978952727983707,19,4,SYNTHETIC,synth_14799,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_14799
40.0,Akses Berkas,Berhasil,Android,Public IP Address,8.613956859848546,2.302585092994046,15,4,SYNTHETIC,synth_5800,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_5800
67.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,7.085901464365611,1.9459101490553128,23,5,SYNTHETIC,synth_9733,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_9733
78.0,Akses Berkas,Berhasil,iOS,Public IP Address,8.37378460812088,2.079441541679836,15,5,SYNTHETIC,synth_1960,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_1960
55.0,Verifikasi,Berhasil,PC Windows,Public IP Address,7.621195162809845,1.791759469228055,14,4,SYNTHETIC,synth_9917,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_9917
55.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,8.561784074744113,1.0986122886681098,15,5,SYNTHETIC,synth_12626,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_12626
84.0,Laporan & Anomali,Berhasil,PC Windows,Public IP Address,8.544808358449211,1.3862943611198906,14,3,SYNTHETIC,synth_11596,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_11596
8.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,8.22282213081366,1.3862943611198906,23,3,SYNTHETIC,synth_5247,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_5247
38.0,Logout,Berhasil,PC Windows,Public IP Address,6.423246963533519,0.6931471805599453,22,1,SYNTHETIC,synth_10456,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_10456
54.0,Logout,Berhasil,PC Windows,Public IP Address,7.218176838403408,0.6931471805599453,17,0,SYNTHETIC,synth_12446,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_12446
50.0,Logout,Berhasil,PC Windows,Public IP Address,5.365976015021851,0.6931471805599453,15,4,SYNTHETIC,synth_10230,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_10230
20.0,Kelola Perkara,Berhasil,iOS,Public IP Address,7.8407064517494,1.6094379124341005,17,5,SYNTHETIC,synth_3347,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_3347
52.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,6.7912214627261855,2.302585092994046,17,4,SYNTHETIC,synth_12302,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_12302
48.0,Login,Berhasil,PC Windows,Public IP Address,6.932447891572509,0.6931471805599453,21,0,SYNTHETIC,synth_2065,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_2065
63.0,Login,Berhasil,iOS,Public IP Address,7.257002707092073,0.6931471805599453,19,1,SYNTHETIC,synth_10711,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_10711
50.0,Login,Berhasil,PC Windows,Public IP Address,6.815639990074331,0.6931471805599453,17,1,SYNTHETIC,synth_2104,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_2104
1.0,Kelola Perkara,Berhasil,Unknown Device,Public IP Address,0.0,0.6931471805599453,6,3,REAL_DB,real_db_130,ANOMALY,external_ip_single_probe,Mild,ip_address,1,real_db_130
68.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,8.22764270790443,1.3862943611198906,23,4,SYNTHETIC,synth_12006,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_12006
48.0,Login,Berhasil,PC Windows,Public IP Address,6.966024187106113,0.6931471805599453,14,5,SYNTHETIC,synth_12614,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_12614
48.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,8.41316512099219,1.9459101490553128,18,2,SYNTHETIC,synth_4143,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_4143
8.0,Login,Gagal,PC Windows,Public IP Address,6.71901315438526,0.6931471805599453,18,6,SYNTHETIC,synth_5349,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_5349
42.0,Logout,Berhasil,Android,Public IP Address,7.120444372392488,0.6931471805599453,18,5,SYNTHETIC,synth_1984,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_1984
29.0,Logout,Berhasil,PC Windows,Public IP Address,5.926926025970411,0.6931471805599453,18,3,SYNTHETIC,synth_4684,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_4684
58.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,7.982074875081202,0.6931471805599453,22,2,SYNTHETIC,synth_10164,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_10164
33.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,7.827639546366422,1.791759469228055,21,6,SYNTHETIC,synth_508,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_508
18.0,Login,Berhasil,PC Windows,Public IP Address,6.593044534142437,0.6931471805599453,21,5,SYNTHETIC,synth_10010,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_10010
48.0,Verifikasi,Gagal,PC Windows,Public IP Address,7.350516171833998,2.302585092994046,14,3,SYNTHETIC,synth_10765,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_10765
40.0,Logout,Berhasil,Android,Public IP Address,6.601230118728877,0.6931471805599453,21,0,SYNTHETIC,synth_8039,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_8039
55.0,Login,Berhasil,PC Windows,Public IP Address,7.436617265234227,0.6931471805599453,14,4,SYNTHETIC,synth_402,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_402
60.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,7.315218389752975,2.079441541679836,23,3,SYNTHETIC,synth_394,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_394
64.0,Login,Berhasil,PC Windows,Public IP Address,6.324358962381311,0.6931471805599453,22,4,SYNTHETIC,synth_5303,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_5303
68.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,8.606851063346772,0.6931471805599453,18,5,SYNTHETIC,synth_1350,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_1350
55.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,8.81818627792769,1.9459101490553128,22,4,SYNTHETIC,synth_13208,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_13208
31.0,Akses Berkas,Berhasil,Android,Public IP Address,8.515992470839718,2.19722457733622,14,5,SYNTHETIC,synth_3680,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_3680
18.0,Login,Berhasil,PC Windows,Public IP Address,7.355641102974253,0.6931471805599453,19,1,SYNTHETIC,synth_8072,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_8072
84.0,Laporan & Anomali,Berhasil,PC Windows,Public IP Address,8.003028666384733,2.302585092994046,15,0,SYNTHETIC,synth_13543,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_13543
70.0,Logout,Berhasil,iOS,Public IP Address,7.275172319452771,0.6931471805599453,14,6,SYNTHETIC,synth_2810,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_2810
26.0,Logout,Berhasil,iOS,Public IP Address,5.918893854273146,0.6931471805599453,23,5,SYNTHETIC,synth_4283,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_4283
70.0,Logout,Berhasil,iOS,Public IP Address,7.144407180321139,0.6931471805599453,21,5,SYNTHETIC,synth_1374,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_1374
66.0,Logout,Berhasil,PC Windows,Public IP Address,7.166265974133638,0.6931471805599453,14,5,SYNTHETIC,synth_9699,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_9699
1.0,Kelola User,Berhasil,PC Windows,Public IP Address,7.9391588179567965,2.3978952727983707,22,3,SYNTHETIC,synth_1885,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_1885
57.0,Logout,Berhasil,PC Windows,Public IP Address,5.855071922202427,0.6931471805599453,19,3,SYNTHETIC,synth_3254,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_3254
61.0,Akses Berkas,Berhasil,Android,Public IP Address,7.001245622069476,2.3978952727983707,15,5,SYNTHETIC,synth_3340,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_3340
61.0,Logout,Berhasil,Android,Public IP Address,6.812345094177479,0.6931471805599453,21,0,SYNTHETIC,synth_14920,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_14920
33.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,8.502079553606189,1.9459101490553128,15,3,SYNTHETIC,synth_3863,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_3863
84.0,Laporan & Anomali,Berhasil,PC Windows,Public IP Address,7.729735331385051,1.6094379124341005,14,0,SYNTHETIC,synth_814,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_814
40.0,Logout,Berhasil,Android,Public IP Address,6.621405651764134,0.6931471805599453,20,4,SYNTHETIC,synth_5280,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_5280
47.0,Akses Berkas,Berhasil,PC Windows,Public IP Address,6.945051063725834,1.9459101490553128,20,4,SYNTHETIC,synth_7035,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_7035
63.0,Logout,Berhasil,iOS,Public IP Address,7.292337176173877,0.6931471805599453,21,3,SYNTHETIC,synth_13165,ANOMALY,external_ip_single_probe,Mild,ip_address,1,synth_13165
