row_id,split,timestamp,session_id,user_id,username,role,activity,status,ip_address,device,duration_ms,object_count,risk_level,anomaly_type
65,train,2025-01-02 08:13:26,S925F9B67D82527B4,50,fajri,User,Login,Gagal,192.168.1.220,Windows,702,1,Normal,Normal
66,train,2025-01-02 08:16:23,S925F9B67D82527B4,50,fajri,User,Lihat Perkara,Berhasil,192.168.1.220,Windows,4592,7,Normal,Normal
67,train,2025-01-02 08:18:32,S925F9B67D82527B4,50,fajri,User,Cari Berkas,Berhasil,192.168.1.220,Windows,5962,3,Normal,Normal
68,train,2025-01-02 08:18:54,S925F9B67D82527B4,50,fajri,User,Logout,Berhasil,192.168.1.220,Windows,1280,1,Normal,Normal
83,train,2025-01-02 11:47:41,S74273CA3287D06CA,70,faramitha,User,Login,Berhasil,192.168.1.226,iPhone,1580,1,Normal,Normal
84,train,2025-01-02 11:49:59,S74273CA3287D06CA,70,faramitha,User,Lihat Perkara,Berhasil,192.168.1.226,iPhone,5734,9,Normal,Normal
85,train,2025-01-02 11:50:54,S74273CA3287D06CA,70,faramitha,User,Cari Berkas,Berhasil,192.168.1.226,iPhone,5488,4,Normal,Normal
86,train,2025-01-02 11:53:13,S74273CA3287D06CA,70,faramitha,User,Logout,Berhasil,192.168.1.226,iPhone,513,1,Normal,Normal
93,train,2025-01-02 13:50:49,SC3B8A22B5D764BC4,6,Luna,Arsiparis,Login,Berhasil,192.168.1.64,PC Windows,758,1,Normal,Normal
94,train,2025-01-02 13:53:17,SC3B8A22B5D764BC4,6,Luna,Arsiparis,Lihat Perkara,Berhasil,192.168.1.64,PC Windows,3186,3,Normal,Normal
95,train,2025-01-02 13:54:03,SC3B8A22B5D764BC4,6,Luna,Arsiparis,Lihat Berkas,Berhasil,192.168.1.64,PC Windows,1206,7,Normal,Normal
96,train,2025-01-02 13:54:34,SC3B8A22B5D764BC4,6,Luna,Arsiparis,Input Berkas,Berhasil,192.168.1.64,PC Windows,7497,1,Normal,Normal
97,train,2025-01-02 13:57:32,SC3B8A22B5D764BC4,6,Luna,Arsiparis,Verifikasi,Gagal,192.168.1.64,PC Windows,6489,9,Normal,Normal
98,train,2025-01-02 13:58:25,SC3B8A22B5D764BC4,6,Luna,Arsiparis,Logout,Berhasil,192.168.1.64,PC Windows,1116,1,Normal,Normal
99,train,2025-01-02 14:26:59,SF868CF4E29C6F760,50,fajri,User,Login,Berhasil,192.168.1.220,Windows,1001,1,Normal,Normal
100,train,2025-01-02 14:29:09,SF868CF4E29C6F760,50,fajri,User,Lihat Perkara,Berhasil,192.168.1.220,Windows,5041,3,Normal,Normal
101,train,2025-01-02 14:29:31,SF868CF4E29C6F760,50,fajri,User,Cari Berkas,Berhasil,192.168.1.220,Windows,2794,1,Normal,Normal
102,train,2025-01-02 14:32:03,SF868CF4E29C6F760,50,fajri,User,Logout,Berhasil,192.168.1.220,Windows,722,1,Normal,Normal
106,train,2025-01-02 14:49:20,SED0E948491B56E0B,62,yeni_fajria,User,Login,Berhasil,192.168.1.238,PC Windows,1747,1,Normal,Normal
107,train,2025-01-02 14:50:10,SED0E948491B56E0B,62,yeni_fajria,User,Lihat Perkara,Berhasil,192.168.1.238,PC Windows,2063,9,Normal,Normal
108,train,2025-01-02 14:50:23,SED0E948491B56E0B,62,yeni_fajria,User,Cari Berkas,Berhasil,192.168.1.238,PC Windows,5926,6,Normal,Normal
109,train,2025-01-02 14:50:43,SED0E948491B56E0B,62,yeni_fajria,User,Logout,Berhasil,192.168.1.238,PC Windows,1499,1,Normal,Normal
111,train,2025-01-02 15:05:25,SC8B7F76553542705,79,meri_andani,User,Login,Berhasil,192.168.1.104,iPhone,676,1,Normal,Normal
112,train,2025-01-02 15:06:16,SC8B7F76553542705,79,meri_andani,User,Lihat Perkara,Berhasil,192.168.1.104,iPhone,3534,3,Normal,Normal
113,train,2025-01-02 15:07:54,SC8B7F76553542705,79,meri_andani,User,Cari Berkas,Berhasil,192.168.1.104,iPhone,4892,6,Normal,Normal
114,train,2025-01-02 15:09:24,SC8B7F76553542705,79,meri_andani,User,Logout,Berhasil,192.168.1.104,iPhone,349,1,Normal,Normal
117,train,2025-01-02 15:22:52,SE557B574E267C372,26,Reni_muharni,User,Login,Berhasil,192.168.1.109,iPhone,718,1,Normal,Normal
119,train,2025-01-02 15:23:27,SE557B574E267C372,26,Reni_muharni,User,Lihat Perkara,Berhasil,192.168.1.109,iPhone,710,4,Normal,Normal
121,train,2025-01-02 15:24:49,SE557B574E267C372,26,Reni_muharni,User,Cari Berkas,Berhasil,192.168.1.109,iPhone,3891,9,Normal,Normal
122,train,2025-01-02 15:27:31,SE557B574E267C372,26,Reni_muharni,User,Logout,Berhasil,192.168.1.109,iPhone,260,1,Normal,Normal
127,train,2025-01-03 08:46:43,SD769E4C7155B7F04,20,aridona.bustari,User,Login,Berhasil,192.168.1.110,iPhone,1147,1,Normal,Normal
128,train,2025-01-03 08:49:42,SD769E4C7155B7F04,20,aridona.bustari,User,Lihat Perkara,Berhasil,192.168.1.110,iPhone,1128,9,Normal,Normal
129,train,2025-01-03 08:51:06,SD769E4C7155B7F04,20,aridona.bustari,User,Cari Berkas,Berhasil,192.168.1.110,iPhone,5551,3,Normal,Normal
130,train,2025-01-03 08:53:40,SD769E4C7155B7F04,20,aridona.bustari,User,Logout,Berhasil,192.168.1.110,iPhone,526,1,Normal,Normal
139,train,2025-01-03 13:10:02,SF311F92B568CB2FB,84,audit_admin_e2e,Admin,Login,Gagal,192.168.1.41,Windows,907,1,Normal,Normal
140,train,2025-01-03 13:12:39,SF311F92B568CB2FB,84,audit_admin_e2e,Admin,Dashboard,Berhasil,192.168.1.41,Windows,1941,2,Normal,Normal
141,train,2025-01-03 13:13:13,SF311F92B568CB2FB,84,audit_admin_e2e,Admin,Kelola User,Berhasil,192.168.1.41,Windows,7403,7,Normal,Normal
142,train,2025-01-03 13:14:40,SF311F92B568CB2FB,84,audit_admin_e2e,Admin,Kelola Kode Klasifikasi,Berhasil,192.168.1.41,Windows,5772,7,Normal,Normal
143,train,2025-01-03 13:16:15,SF311F92B568CB2FB,84,audit_admin_e2e,Admin,Logout,Berhasil,192.168.1.41,Windows,462,1,Normal,Normal
144,train,2025-01-03 14:15:35,S5D9A1711A07C4BD8,44,tisya,User,Login,Berhasil,192.168.1.228,iPhone,1983,1,Normal,Normal
145,train,2025-01-03 14:15:53,S5D9A1711A07C4BD8,44,tisya,User,Lihat Perkara,Berhasil,192.168.1.228,iPhone,3879,5,Normal,Normal
146,train,2025-01-03 14:16:16,S5D9A1711A07C4BD8,44,tisya,User,Cari Berkas,Berhasil,192.168.1.228,iPhone,3697,1,Normal,Normal
147,train,2025-01-03 14:16:45,S5D9A1711A07C4BD8,44,tisya,User,Logout,Berhasil,192.168.1.228,iPhone,1399,1,Normal,Normal
148,train,2025-01-03 14:50:54,S2AA7097624494832,50,fajri,User,Login,Berhasil,192.168.1.220,Windows,1148,1,Normal,Normal
149,train,2025-01-03 14:51:23,S2AA7097624494832,50,fajri,User,Lihat Perkara,Berhasil,192.168.1.220,Windows,5373,9,Normal,Normal
150,train,2025-01-03 14:53:54,S2AA7097624494832,50,fajri,User,Cari Berkas,Berhasil,192.168.1.220,Windows,4329,4,Normal,Normal
151,train,2025-01-03 14:55:36,S2AA7097624494832,50,fajri,User,Logout,Berhasil,192.168.1.220,Windows,1277,1,Normal,Normal
152,train,2025-01-03 15:07:47,S2425F74C9839EAEA,77,deni_defriani,User,Login,Berhasil,192.168.1.193,PC Windows,1935,1,Normal,Normal
153,train,2025-01-03 15:09:06,S2425F74C9839EAEA,77,deni_defriani,User,Lihat Perkara,Berhasil,192.168.1.193,PC Windows,614,4,Normal,Normal
154,train,2025-01-03 15:09:30,S2425F74C9839EAEA,77,deni_defriani,User,Cari Berkas,Berhasil,192.168.1.193,PC Windows,1603,3,Normal,Normal
155,train,2025-01-03 15:11:13,S2425F74C9839EAEA,77,deni_defriani,User,Logout,Berhasil,192.168.1.193,PC Windows,410,1,Normal,Normal
156,train,2025-01-03 16:49:44,S8E220C2DEA771919,45,dina,User,Login,Berhasil,192.168.1.149,PC Windows,1848,1,Normal,Normal
157,train,2025-01-03 16:50:50,S8E220C2DEA771919,45,dina,User,Lihat Perkara,Berhasil,192.168.1.149,PC Windows,2630,1,Normal,Normal
158,train,2025-01-03 16:53:24,S8E220C2DEA771919,45,dina,User,Cari Berkas,Berhasil,192.168.1.149,PC Windows,1780,6,Normal,Normal
159,train,2025-01-03 16:53:42,S8E220C2DEA771919,45,dina,User,Logout,Berhasil,192.168.1.149,PC Windows,1461,1,Normal,Normal
161,train,2025-01-04 12:24:59,S5FFD22147ABF9970,78,fadhilatul_hidayah,User,Login,Berhasil,192.168.1.111,iPhone,1548,1,Normal,Normal
162,train,2025-01-04 12:27:33,S5FFD22147ABF9970,78,fadhilatul_hidayah,User,Lihat Perkara,Berhasil,192.168.1.111,iPhone,2120,6,Normal,Normal
163,train,2025-01-04 12:28:55,S5FFD22147ABF9970,78,fadhilatul_hidayah,User,Cari Berkas,Berhasil,192.168.1.111,iPhone,4236,7,Normal,Normal
164,train,2025-01-04 12:31:53,S5FFD22147ABF9970,78,fadhilatul_hidayah,User,Logout,Berhasil,192.168.1.111,iPhone,1233,1,Normal,Normal
188,train,2025-01-05 07:37:09,SD31C63FBBAABF7EC,38,hesti.amelia,User,Login,Berhasil,192.168.1.208,PC Windows,387,1,Normal,Normal
189,train,2025-01-05 07:39:37,SD31C63FBBAABF7EC,38,hesti.amelia,User,Lihat Perkara,Berhasil,192.168.1.208,PC Windows,5652,5,Normal,Normal
190,train,2025-01-05 07:41:12,SD31C63FBBAABF7EC,38,hesti.amelia,User,Cari Berkas,Berhasil,192.168.1.208,PC Windows,725,10,Normal,Normal
191,train,2025-01-05 07:42:45,SD31C63FBBAABF7EC,38,hesti.amelia,User,Logout,Berhasil,192.168.1.208,PC Windows,408,1,Normal,Normal
192,train,2025-01-05 07:54:25,SB8FDFF81EF7419B8,45,dina,User,Login,Berhasil,192.168.1.149,PC Windows,1975,1,Normal,Normal
193,train,2025-01-05 07:56:59,SB8FDFF81EF7419B8,45,dina,User,Lihat Perkara,Berhasil,192.168.1.149,PC Windows,999,2,Normal,Normal
194,train,2025-01-05 07:58:01,SB8FDFF81EF7419B8,45,dina,User,Cari Berkas,Berhasil,192.168.1.149,PC Windows,3744,4,Normal,Normal
195,train,2025-01-05 07:59:40,SB8FDFF81EF7419B8,45,dina,User,Logout,Berhasil,192.168.1.149,PC Windows,277,1,Normal,Normal
202,train,2025-01-05 08:57:24,S896490AB4926CE5F,75,makhdalena,User,Login,Berhasil,192.168.1.192,Laptop Windows,1864,1,Normal,Normal
204,train,2025-01-05 08:59:24,S896490AB4926CE5F,75,makhdalena,User,Lihat Perkara,Berhasil,192.168.1.192,Laptop Windows,3497,1,Normal,Normal
205,train,2025-01-05 09:00:08,S896490AB4926CE5F,75,makhdalena,User,Cari Berkas,Berhasil,192.168.1.192,Laptop Windows,3781,1,Normal,Normal
206,train,2025-01-05 09:01:25,S896490AB4926CE5F,75,makhdalena,User,Logout,Berhasil,192.168.1.192,Laptop Windows,1367,1,Normal,Normal
218,train,2025-01-05 13:24:00,SD7ABD79712886BE9,59,afrivaldanu,User,Login,Berhasil,192.168.1.138,Laptop Windows,1882,1,Normal,Normal
219,train,2025-01-05 13:25:19,SD7ABD79712886BE9,59,afrivaldanu,User,Lihat Perkara,Berhasil,192.168.1.138,Laptop Windows,4442,6,Normal,Normal
220,train,2025-01-05 13:26:02,SD7ABD79712886BE9,59,afrivaldanu,User,Cari Berkas,Berhasil,192.168.1.138,Laptop Windows,554,6,Normal,Normal
221,train,2025-01-05 13:28:52,SD7ABD79712886BE9,59,afrivaldanu,User,Logout,Berhasil,192.168.1.138,Laptop Windows,1023,1,Normal,Normal
222,train,2025-01-05 14:03:33,S0F862B69DB92CB57,70,faramitha,User,Login,Berhasil,192.168.1.226,iPhone,1643,1,Normal,Normal
223,train,2025-01-05 14:04:54,S0F862B69DB92CB57,70,faramitha,User,Lihat Perkara,Berhasil,192.168.1.226,iPhone,5702,4,Normal,Normal
224,train,2025-01-05 14:06:01,S0F862B69DB92CB57,70,faramitha,User,Cari Berkas,Berhasil,192.168.1.226,iPhone,1155,8,Normal,Normal
225,train,2025-01-05 14:07:30,S0F862B69DB92CB57,70,faramitha,User,Logout,Berhasil,192.168.1.226,iPhone,684,1,Normal,Normal
230,train,2025-01-05 15:28:10,SAAB612C9415D174A,73,Randi123,User,Login,Berhasil,192.168.1.38,Android,1204,1,Normal,Normal
231,train,2025-01-05 15:29:33,SAAB612C9415D174A,73,Randi123,User,Lihat Perkara,Berhasil,192.168.1.38,Android,5313,5,Normal,Normal
232,train,2025-01-05 15:32:02,SAAB612C9415D174A,73,Randi123,User,Cari Berkas,Berhasil,192.168.1.38,Android,5734,7,Normal,Normal
233,train,2025-01-05 15:32:52,SAAB612C9415D174A,73,Randi123,User,Logout,Berhasil,192.168.1.38,Android,712,1,Normal,Normal
245,train,2025-01-06 09:00:48,SEAADCA47961EF83B,66,rifa,User,Login,Berhasil,192.168.1.208,Windows,1842,1,Normal,Normal
246,train,2025-01-06 09:03:02,SEAADCA47961EF83B,66,rifa,User,Lihat Perkara,Berhasil,192.168.1.208,Windows,5174,9,Normal,Normal
247,train,2025-01-06 09:04:51,SEAADCA47961EF83B,66,rifa,User,Cari Berkas,Berhasil,192.168.1.208,Windows,3983,4,Normal,Normal
248,train,2025-01-06 09:05:53,SEAADCA47961EF83B,66,rifa,User,Logout,Berhasil,192.168.1.208,Windows,1155,1,Normal,Normal
257,train,2025-01-06 13:51:12,S4D3513751ABFD7AA,55,sonia,Arsiparis,Login,Berhasil,192.168.1.92,PC Windows,1217,1,Normal,Normal
258,train,2025-01-06 13:51:50,S4D3513751ABFD7AA,55,sonia,Arsiparis,Lihat Perkara,Berhasil,192.168.1.92,PC Windows,1102,8,Normal,Normal
259,train,2025-01-06 13:53:52,S4D3513751ABFD7AA,55,sonia,Arsiparis,Lihat Berkas,Berhasil,192.168.1.92,PC Windows,613,10,Normal,Normal
260,train,2025-01-06 13:54:15,S4D3513751ABFD7AA,55,sonia,Arsiparis,Input Berkas,Berhasil,192.168.1.92,PC Windows,9709,2,Normal,Normal
261,train,2025-01-06 13:56:49,S4D3513751ABFD7AA,55,sonia,Arsiparis,Verifikasi,Berhasil,192.168.1.92,PC Windows,7520,7,Normal,Normal
262,train,2025-01-06 13:59:27,S4D3513751ABFD7AA,55,sonia,Arsiparis,Logout,Berhasil,192.168.1.92,PC Windows,1292,1,Normal,Normal
267,train,2025-01-07 09:30:35,SF9E9C0DA3B6A31CE,61,novri_ade_pratama,User,Login,Berhasil,192.168.1.99,Android,333,1,Normal,Normal
268,train,2025-01-07 09:32:23,SF9E9C0DA3B6A31CE,61,novri_ade_pratama,User,Lihat Perkara,Berhasil,192.168.1.99,Android,3563,8,Normal,Normal
269,train,2025-01-07 09:32:51,SF9E9C0DA3B6A31CE,61,novri_ade_pratama,User,Cari Berkas,Berhasil,192.168.1.99,Android,5050,8,Normal,Normal
270,train,2025-01-07 09:35:17,SF9E9C0DA3B6A31CE,61,novri_ade_pratama,User,Logout,Berhasil,192.168.1.99,Android,212,1,Normal,Normal
271,train,2025-01-07 10:40:19,S5D5624C1FFAF473D,77,deni_defriani,User,Login,Berhasil,192.168.1.193,PC Windows,1263,1,Normal,Normal
272,train,2025-01-07 10:42:01,S4DD70974F84716B7,42,nazryanda,User,Login,Berhasil,192.168.1.22,Android,1013,1,Normal,Normal
273,train,2025-01-07 10:42:13,S5D5624C1FFAF473D,77,deni_defriani,User,Lihat Perkara,Berhasil,192.168.1.193,PC Windows,5569,3,Normal,Normal
274,train,2025-01-07 10:44:39,S4DD70974F84716B7,42,nazryanda,User,Lihat Perkara,Berhasil,192.168.1.22,Android,757,4,Normal,Normal
275,train,2025-01-07 10:45:11,S5D5624C1FFAF473D,77,deni_defriani,User,Cari Berkas,Berhasil,192.168.1.193,PC Windows,5090,1,Normal,Normal
276,train,2025-01-07 10:45:19,S4DD70974F84716B7,42,nazryanda,User,Cari Berkas,Berhasil,192.168.1.22,Android,4009,1,Normal,Normal
277,train,2025-01-07 10:45:25,S5D5624C1FFAF473D,77,deni_defriani,User,Logout,Berhasil,192.168.1.193,PC Windows,680,1,Normal,Normal
278,train,2025-01-07 10:45:29,S4DD70974F84716B7,42,nazryanda,User,Logout,Berhasil,192.168.1.22,Android,1237,1,Normal,Normal
279,train,2025-01-07 11:58:24,SEE4401C971AFC5FF,60,HARDIAN ROZA,User,Login,Berhasil,192.168.1.43,Laptop Windows,636,1,Normal,Normal
280,train,2025-01-07 12:00:28,SEE4401C971AFC5FF,60,HARDIAN ROZA,User,Lihat Perkara,Berhasil,192.168.1.43,Laptop Windows,1123,3,Normal,Normal
281,train,2025-01-07 12:01:12,SEE4401C971AFC5FF,60,HARDIAN ROZA,User,Cari Berkas,Berhasil,192.168.1.43,Laptop Windows,1408,3,Normal,Normal
282,train,2025-01-07 12:03:06,SEE4401C971AFC5FF,60,HARDIAN ROZA,User,Logout,Berhasil,192.168.1.43,Laptop Windows,309,1,Normal,Normal
283,train,2025-01-07 12:49:35,SA687D7C81C71FE87,84,audit_admin_e2e,Admin,Login,Berhasil,192.168.1.41,Windows,1614,1,Normal,Normal
284,train,2025-01-07 12:52:00,SA687D7C81C71FE87,84,audit_admin_e2e,Admin,Dashboard,Berhasil,192.168.1.41,Windows,4485,5,Normal,Normal
285,train,2025-01-07 12:52:12,SA687D7C81C71FE87,84,audit_admin_e2e,Admin,Kelola User,Berhasil,192.168.1.41,Windows,9058,5,Normal,Normal
286,train,2025-01-07 12:52:49,SA687D7C81C71FE87,84,audit_admin_e2e,Admin,Kelola Kode Klasifikasi,Berhasil,192.168.1.41,Windows,5155,8,Normal,Normal
287,train,2025-01-07 12:52:59,SA687D7C81C71FE87,84,audit_admin_e2e,Admin,Logout,Berhasil,192.168.1.41,Windows,1091,1,Normal,Normal
292,train,2025-01-07 14:36:01,S02EE09BF9811CD8B,37,alfisyahnum,User,Login,Berhasil,192.168.1.156,PC Windows,575,1,Normal,Normal
293,train,2025-01-07 14:37:51,S02EE09BF9811CD8B,37,alfisyahnum,User,Lihat Perkara,Berhasil,192.168.1.156,PC Windows,3764,1,Normal,Normal
294,train,2025-01-07 14:38:44,S02EE09BF9811CD8B,37,alfisyahnum,User,Cari Berkas,Berhasil,192.168.1.156,PC Windows,2648,6,Normal,Normal
295,train,2025-01-07 14:40:47,S02EE09BF9811CD8B,37,alfisyahnum,User,Logout,Berhasil,192.168.1.156,PC Windows,307,1,Normal,Normal
331,train,2025-01-08 16:07:19,S7CA2101F6B77FBE4,30,akmal_yoserizal,User,Login,Gagal,192.168.1.180,Laptop Windows,1054,1,Normal,Normal
332,train,2025-01-08 16:07:43,S7CA2101F6B77FBE4,30,akmal_yoserizal,User,Lihat Perkara,Berhasil,192.168.1.180,Laptop Windows,3721,8,Normal,Normal
333,train,2025-01-08 16:09:26,S7CA2101F6B77FBE4,30,akmal_yoserizal,User,Cari Berkas,Berhasil,192.168.1.180,Laptop Windows,832,7,Normal,Normal
334,train,2025-01-08 16:11:19,S7CA2101F6B77FBE4,30,akmal_yoserizal,User,Logout,Berhasil,192.168.1.180,Laptop Windows,678,1,Normal,Normal
340,train,2025-01-08 16:43:25,S4D6168BD2DEFE193,61,novri_ade_pratama,User,Login,Berhasil,192.168.1.99,Android,1433,1,Normal,Normal
342,train,2025-01-08 16:44:07,S4D6168BD2DEFE193,61,novri_ade_pratama,User,Lihat Perkara,Berhasil,192.168.1.99,Android,1534,8,Normal,Normal
343,train,2025-01-08 16:45:27,S4D6168BD2DEFE193,61,novri_ade_pratama,User,Cari Berkas,Berhasil,192.168.1.99,Android,1340,1,Normal,Normal
345,train,2025-01-08 16:45:48,S4D6168BD2DEFE193,61,novri_ade_pratama,User,Logout,Berhasil,192.168.1.99,Android,1375,1,Normal,Normal
348,train,2025-01-09 08:42:26,S9E009EF45BAB5AEC,77,deni_defriani,User,Login,Berhasil,192.168.1.193,PC Windows,970,1,Normal,Normal
349,train,2025-01-09 08:44:37,S9E009EF45BAB5AEC,77,deni_defriani,User,Lihat Perkara,Berhasil,192.168.1.193,PC Windows,5707,5,Normal,Normal
350,train,2025-01-09 08:46:42,S9E009EF45BAB5AEC,77,deni_defriani,User,Cari Berkas,Berhasil,192.168.1.193,PC Windows,2761,7,Normal,Normal
351,train,2025-01-09 08:49:29,S9E009EF45BAB5AEC,77,deni_defriani,User,Logout,Berhasil,192.168.1.193,PC Windows,446,1,Normal,Normal
360,train,2025-01-09 10:42:57,S1E42EE2D4CEED038,42,nazryanda,User,Login,Berhasil,192.168.1.22,Android,611,1,Normal,Normal
361,train,2025-01-09 10:45:19,S1E42EE2D4CEED038,42,nazryanda,User,Lihat Perkara,Berhasil,192.168.1.22,Android,1584,1,Normal,Normal
362,train,2025-01-09 10:47:10,S28CAA46DBEEC3C0C,41,alfitrya,User,Login,Berhasil,192.168.1.251,Windows,900,1,Normal,Normal
363,train,2025-01-09 10:47:56,S1E42EE2D4CEED038,42,nazryanda,User,Cari Berkas,Berhasil,192.168.1.22,Android,5345,10,Normal,Normal
364,train,2025-01-09 10:49:10,S28CAA46DBEEC3C0C,41,alfitrya,User,Lihat Perkara,Berhasil,192.168.1.251,Windows,4125,8,Normal,Normal
365,train,2025-01-09 10:50:12,S1E42EE2D4CEED038,42,nazryanda,User,Logout,Berhasil,192.168.1.22,Android,1306,1,Normal,Normal
366,train,2025-01-09 10:50:57,S28CAA46DBEEC3C0C,41,alfitrya,User,Cari Berkas,Berhasil,192.168.1.251,Windows,4965,7,Normal,Normal
367,train,2025-01-09 10:53:20,S28CAA46DBEEC3C0C,41,alfitrya,User,Logout,Berhasil,192.168.1.251,Windows,478,1,Normal,Normal
374,train,2025-01-09 12:59:46,S69E8D3A4EB2592B9,62,yeni_fajria,User,Login,Berhasil,192.168.1.238,PC Windows,1659,1,Normal,Normal
375,train,2025-01-09 13:02:32,S69E8D3A4EB2592B9,62,yeni_fajria,User,Lihat Perkara,Berhasil,192.168.1.238,PC Windows,2484,3,Normal,Normal
376,train,2025-01-09 13:05:21,S69E8D3A4EB2592B9,62,yeni_fajria,User,Cari Berkas,Berhasil,192.168.1.238,PC Windows,1539,2,Normal,Normal
377,train,2025-01-09 13:06:29,S69E8D3A4EB2592B9,62,yeni_fajria,User,Logout,Berhasil,192.168.1.238,PC Windows,213,1,Normal,Normal
392,train,2025-01-09 16:34:20,SFFAD7DF2C95995EC,60,HARDIAN ROZA,User,Login,Berhasil,192.168.1.43,Laptop Windows,848,1,Normal,Normal
393,train,2025-01-09 16:35:17,SFFAD7DF2C95995EC,60,HARDIAN ROZA,User,Lihat Perkara,Berhasil,192.168.1.43,Laptop Windows,1502,7,Normal,Normal
394,train,2025-01-09 16:35:59,SFFAD7DF2C95995EC,60,HARDIAN ROZA,User,Cari Berkas,Berhasil,192.168.1.43,Laptop Windows,2571,9,Normal,Normal
395,train,2025-01-09 16:36:25,SFFAD7DF2C95995EC,60,HARDIAN ROZA,User,Logout,Berhasil,192.168.1.43,Laptop Windows,454,1,Normal,Normal
397,train,2025-01-10 07:06:23,S88CCDDBC6F0D7229,28,hafiz,User,Login,Berhasil,192.168.1.73,iPhone,1643,1,Normal,Normal
398,train,2025-01-10 07:08:14,S88CCDDBC6F0D7229,28,hafiz,User,Lihat Perkara,Berhasil,192.168.1.73,iPhone,4269,7,Normal,Normal
399,train,2025-01-10 07:08:53,S88CCDDBC6F0D7229,28,hafiz,User,Cari Berkas,Berhasil,192.168.1.73,iPhone,5888,10,Normal,Normal
400,train,2025-01-10 07:09:06,S88CCDDBC6F0D7229,28,hafiz,User,Logout,Berhasil,192.168.1.73,iPhone,1196,1,Normal,Normal
407,train,2025-01-10 08:32:23,S388211E059CDA20B,80,gilangpratama,User,Login,Berhasil,192.168.1.58,PC Windows,1424,1,Normal,Normal
408,train,2025-01-10 08:32:38,S388211E059CDA20B,80,gilangpratama,User,Lihat Perkara,Berhasil,192.168.1.58,PC Windows,5424,6,Normal,Normal
409,train,2025-01-10 08:33:08,S388211E059CDA20B,80,gilangpratama,User,Cari Berkas,Berhasil,192.168.1.58,PC Windows,1188,10,Normal,Normal
