user_id,activity,status,device,ip_address,duration_ms,object_count,hour,day_of_week
59,8,0,1,3232235914,1023.0,1.0,13.0,6.0
70,7,0,8,3232236002,1643.0,1.0,14.0,6.0
70,6,0,8,3232236002,5702.0,4.0,14.0,6.0
70,0,0,8,3232236002,1155.0,8.0,14.0,6.0
70,8,0,8,3232236002,684.0,1.0,14.0,6.0
73,7,0,0,3232235814,1204.0,1.0,15.0,6.0
73,6,0,0,3232235814,5313.0,5.0,15.0,6.0
73,0,0,0,3232235814,5734.0,7.0,15.0,6.0
73,8,0,0,3232235814,712.0,1.0,15.0,6.0
66,7,0,7,3232235984,1842.0,1.0,9.0,0.0
66,6,0,7,3232235984,5174.0,9.0,9.0,0.0
66,0,0,7,3232235984,3983.0,4.0,9.0,0.0
66,8,0,7,3232235984,1155.0,1.0,9.0,0.0
55,7,0,4,3232235868,1217.0,1.0,13.0,0.0
55,6,0,4,3232235868,1102.0,8.0,13.0,0.0
55,5,0,4,3232235868,613.0,10.0,13.0,0.0
55,2,0,4,3232235868,9709.0,2.0,13.0,0.0
55,9,0,4,3232235868,7520.0,7.0,13.0,0.0
55,8,0,4,3232235868,1292.0,1.0,13.0,0.0
61,7,0,0,3232235875,333.0,1.0,9.0,1.0
61,6,0,0,3232235875,3563.0,8.0,9.0,1.0
61,0,0,0,3232235875,5050.0,8.0,9.0,1.0
61,8,0,0,3232235875,212.0,1.0,9.0,1.0
77,7,0,4,3232235969,1263.0,1.0,10.0,1.0
42,7,0,0,3232235798,1013.0,1.0,10.0,1.0
77,6,0,4,3232235969,5569.0,3.0,10.0,1.0
42,6,0,0,3232235798,757.0,4.0,10.0,1.0
77,0,0,4,3232235969,5090.0,1.0,10.0,1.0
42,0,0,0,3232235798,4009.0,1.0,10.0,1.0
77,8,0,4,3232235969,680.0,1.0,10.0,1.0
42,8,0,0,3232235798,1237.0,1.0,10.0,1.0
60,7,0,1,3232235819,636.0,1.0,11.0,1.0
60,6,0,1,3232235819,1123.0,3.0,12.0,1.0
60,0,0,1,3232235819,1408.0,3.0,12.0,1.0
60,8,0,1,3232235819,309.0,1.0,12.0,1.0
84,7,0,7,3232235817,1614.0,1.0,12.0,1.0
84,1,0,7,3232235817,4485.0,5.0,12.0,1.0
84,4,0,7,3232235817,9058.0,5.0,12.0,1.0
84,3,0,7,3232235817,5155.0,8.0,12.0,1.0
84,8,0,7,3232235817,1091.0,1.0,12.0,1.0
37,7,0,4,3232235932,575.0,1.0,14.0,1.0
37,6,0,4,3232235932,3764.0,1.0,14.0,1.0
37,0,0,4,3232235932,2648.0,6.0,14.0,1.0
37,8,0,4,3232235932,307.0,1.0,14.0,1.0
30,7,1,1,3232235956,1054.0,1.0,16.0,2.0
30,6,0,1,3232235956,3721.0,8.0,16.0,2.0
30,0,0,1,3232235956,832.0,7.0,16.0,2.0
30,8,0,1,3232235956,678.0,1.0,16.0,2.0
61,7,0,0,3232235875,1433.0,1.0,16.0,2.0
61,6,0,0,3232235875,1534.0,8.0,16.0,2.0
61,0,0,0,3232235875,1340.0,1.0,16.0,2.0
61,8,0,0,3232235875,1375.0,1.0,16.0,2.0
77,7,0,4,3232235969,970.0,1.0,8.0,3.0
77,6,0,4,3232235969,5707.0,5.0,8.0,3.0
77,0,0,4,3232235969,2761.0,7.0,8.0,3.0
77,8,0,4,3232235969,446.0,1.0,8.0,3.0
42,7,0,0,3232235798,611.0,1.0,10.0,3.0
42,6,0,0,3232235798,1584.0,1.0,10.0,3.0
41,7,0,7,3232236027,900.0,1.0,10.0,3.0
42,0,0,0,3232235798,5345.0,10.0,10.0,3.0
41,6,0,7,3232236027,4125.0,8.0,10.0,3.0
42,8,0,0,3232235798,1306.0,1.0,10.0,3.0
41,0,0,7,3232236027,4965.0,7.0,10.0,3.0
41,8,0,7,3232236027,478.0,1.0,10.0,3.0
62,7,0,4,3232236014,1659.0,1.0,12.0,3.0
62,6,0,4,3232236014,2484.0,3.0,13.0,3.0
62,0,0,4,3232236014,1539.0,2.0,13.0,3.0
62,8,0,4,3232236014,213.0,1.0,13.0,3.0
60,7,0,1,3232235819,848.0,1.0,16.0,3.0
60,6,0,1,3232235819,1502.0,7.0,16.0,3.0
60,0,0,1,3232235819,2571.0,9.0,16.0,3.0
60,8,0,1,3232235819,454.0,1.0,16.0,3.0
28,7,0,8,3232235849,1643.0,1.0,7.0,4.0
28,6,0,8,3232235849,4269.0,7.0,7.0,4.0
28,0,0,8,3232235849,5888.0,10.0,7.0,4.0
28,8,0,8,3232235849,1196.0,1.0,7.0,4.0
80,7,0,4,3232235834,1424.0,1.0,8.0,4.0
80,6,0,4,3232235834,5424.0,6.0,8.0,4.0
80,0,0,4,3232235834,1188.0,10.0,8.0,4.0
80,8,0,4,3232235834,626.0,1.0,8.0,4.0
61,7,0,0,3232235875,1203.0,1.0,9.0,4.0
61,6,0,0,3232235875,1584.0,7.0,9.0,4.0
61,0,0,0,3232235875,3930.0,9.0,9.0,4.0
61,8,0,0,3232235875,793.0,1.0,9.0,4.0
65,7,0,7,3232235836,1038.0,1.0,11.0,4.0
65,6,0,7,3232235836,3682.0,5.0,11.0,4.0
65,0,0,7,3232235836,5766.0,3.0,11.0,4.0
65,8,0,7,3232235836,320.0,1.0,11.0,4.0
56,7,0,1,3232235949,424.0,1.0,12.0,4.0
56,6,0,1,3232235949,5428.0,3.0,12.0,4.0
56,0,0,1,3232235949,2294.0,1.0,12.0,4.0
56,8,0,1,3232235949,741.0,1.0,12.0,4.0
47,7,0,7,3232235789,377.0,1.0,16.0,4.0
47,6,0,7,3232235789,2682.0,3.0,16.0,4.0
47,0,0,7,3232235789,3201.0,7.0,16.0,4.0
47,8,0,7,3232235789,1376.0,1.0,16.0,4.0
61,7,0,0,3232235875,1019.0,1.0,13.0,5.0
61,6,0,0,3232235875,1283.0,2.0,13.0,5.0
61,0,0,0,3232235875,2875.0,4.0,13.0,5.0
61,8,0,0,3232235875,848.0,1.0,13.0,5.0
74,7,0,4,3232235813,387.0,1.0,16.0,5.0
74,6,0,4,3232235813,848.0,10.0,16.0,5.0
74,0,0,4,3232235813,1877.0,1.0,16.0,5.0
74,8,0,4,3232235813,440.0,1.0,16.0,5.0
20,7,0,8,3232235886,376.0,1.0,16.0,5.0
20,6,0,8,3232235886,3776.0,5.0,16.0,5.0
20,0,0,8,3232235886,3778.0,2.0,16.0,5.0
20,8,0,8,3232235886,1056.0,1.0,16.0,5.0
67,7,0,4,3232235880,731.0,1.0,9.0,6.0
67,6,0,4,3232235880,3752.0,2.0,9.0,6.0
67,0,0,4,3232235880,1282.0,2.0,9.0,6.0
67,8,0,4,3232235880,1169.0,1.0,9.0,6.0
80,7,1,4,3232235834,306.0,1.0,10.0,6.0
80,6,0,4,3232235834,2779.0,9.0,10.0,6.0
80,0,0,4,3232235834,2301.0,8.0,11.0,6.0
80,8,0,4,3232235834,1435.0,1.0,11.0,6.0
43,7,0,8,3232235853,1076.0,1.0,12.0,6.0
43,6,0,8,3232235853,2527.0,8.0,12.0,6.0
43,0,0,8,3232235853,3335.0,3.0,12.0,6.0
43,8,0,8,3232235853,764.0,1.0,12.0,6.0
33,7,0,1,3232236023,1161.0,1.0,14.0,6.0
33,6,0,1,3232236023,2508.0,5.0,14.0,6.0
33,0,0,1,3232236023,5212.0,5.0,14.0,6.0
33,8,0,1,3232236023,1047.0,1.0,14.0,6.0
85,7,1,1,3232235980,1638.0,1.0,14.0,6.0
85,6,0,1,3232235980,1475.0,8.0,14.0,6.0
85,5,0,1,3232235980,5617.0,9.0,14.0,6.0
85,2,0,1,3232235980,10990.0,1.0,14.0,6.0
42,7,0,0,3232235798,471.0,1.0,14.0,6.0
42,6,0,0,3232235798,1067.0,5.0,14.0,6.0
85,9,0,1,3232235980,3482.0,3.0,14.0,6.0
42,0,0,0,3232235798,3818.0,2.0,14.0,6.0
85,8,0,1,3232235980,666.0,1.0,14.0,6.0
42,8,0,0,3232235798,810.0,1.0,14.0,6.0
41,7,0,7,3232236027,1054.0,1.0,7.0,0.0
41,6,0,7,3232236027,1709.0,8.0,7.0,0.0
41,0,0,7,3232236027,5627.0,7.0,7.0,0.0
41,8,0,7,3232236027,1337.0,1.0,7.0,0.0
38,7,0,4,3232235984,859.0,1.0,10.0,0.0
38,6,0,4,3232235984,5753.0,7.0,10.0,0.0
42,7,0,0,3232235798,1261.0,1.0,10.0,0.0
38,0,0,4,3232235984,5210.0,4.0,10.0,0.0
42,6,0,0,3232235798,2018.0,7.0,10.0,0.0
42,0,0,0,3232235798,4813.0,2.0,10.0,0.0
38,8,0,4,3232235984,508.0,1.0,10.0,0.0
42,8,0,0,3232235798,1368.0,1.0,10.0,0.0
55,7,0,4,3232235868,1634.0,1.0,13.0,0.0
55,6,0,4,3232235868,967.0,4.0,13.0,0.0
55,5,0,4,3232235868,2420.0,6.0,13.0,0.0
55,2,0,4,3232235868,8394.0,4.0,13.0,0.0
55,9,0,4,3232235868,7248.0,10.0,13.0,0.0
55,8,0,4,3232235868,611.0,1.0,13.0,0.0
37,7,0,4,3232235932,1974.0,1.0,14.0,0.0
37,6,0,4,3232235932,1181.0,3.0,14.0,0.0
37,0,0,4,3232235932,505.0,2.0,14.0,0.0
37,8,0,4,3232235932,476.0,1.0,14.0,0.0
84,7,0,7,3232235817,389.0,1.0,16.0,0.0
84,1,0,7,3232235817,2077.0,3.0,16.0,0.0
84,4,0,7,3232235817,9419.0,2.0,16.0,0.0
84,3,0,7,3232235817,2572.0,3.0,16.0,0.0
84,8,0,7,3232235817,1301.0,1.0,16.0,0.0
37,7,0,4,3232235932,963.0,1.0,9.0,1.0
37,6,0,4,3232235932,1927.0,5.0,9.0,1.0
37,0,0,4,3232235932,929.0,3.0,9.0,1.0
37,8,0,4,3232235932,1062.0,1.0,9.0,1.0
32,7,0,4,3232235817,1875.0,1.0,12.0,1.0
32,6,0,4,3232235817,1476.0,6.0,12.0,1.0
32,0,0,4,3232235817,2472.0,10.0,12.0,1.0
32,8,0,4,3232235817,560.0,1.0,12.0,1.0
32,7,0,4,3232235817,1958.0,1.0,15.0,1.0
32,6,0,4,3232235817,2123.0,10.0,15.0,1.0
32,0,0,4,3232235817,945.0,9.0,15.0,1.0
32,8,0,4,3232235817,1158.0,1.0,15.0,1.0
46,7,0,1,3232235958,1854.0,1.0,9.0,2.0
46,6,0,1,3232235958,1677.0,9.0,9.0,2.0
46,0,0,1,3232235958,2333.0,4.0,9.0,2.0
46,8,0,1,3232235958,928.0,1.0,9.0,2.0
45,7,1,4,3232235925,500.0,1.0,9.0,2.0
45,6,0,4,3232235925,3751.0,7.0,9.0,2.0
45,0,0,4,3232235925,3174.0,7.0,9.0,2.0
45,8,0,4,3232235925,244.0,1.0,9.0,2.0
77,7,0,4,3232235969,1406.0,1.0,10.0,2.0
77,6,0,4,3232235969,4255.0,2.0,10.0,2.0
77,0,0,4,3232235969,5263.0,1.0,10.0,2.0
77,8,0,4,3232235969,386.0,1.0,10.0,2.0
73,7,0,0,3232235814,1597.0,1.0,15.0,2.0
73,6,0,0,3232235814,2383.0,6.0,15.0,2.0
73,0,0,0,3232235814,3878.0,6.0,15.0,2.0
73,8,0,0,3232235814,1257.0,1.0,15.0,2.0
20,7,0,8,3232235886,740.0,1.0,10.0,3.0
20,6,0,8,3232235886,2560.0,3.0,10.0,3.0
20,0,0,8,3232235886,2495.0,8.0,10.0,3.0
20,8,0,8,3232235886,708.0,1.0,10.0,3.0
71,7,0,4,3232235832,423.0,1.0,10.0,3.0
71,6,0,4,3232235832,3768.0,8.0,10.0,3.0
71,0,0,4,3232235832,686.0,1.0,10.0,3.0
71,8,0,4,3232235832,907.0,1.0,10.0,3.0
34,7,0,4,3232235804,1674.0,1.0,14.0,3.0
34,6,0,4,3232235804,3856.0,1.0,14.0,3.0
34,0,0,4,3232235804,4850.0,8.0,14.0,3.0
34,8,0,4,3232235804,1295.0,1.0,14.0,3.0
41,7,0,7,3232236027,664.0,1.0,15.0,3.0
41,6,0,7,3232236027,3817.0,10.0,15.0,3.0
41,0,0,7,3232236027,2784.0,9.0,15.0,3.0
41,8,0,7,3232236027,790.0,1.0,15.0,3.0
58,7,0,7,3232235933,1574.0,1.0,15.0,3.0
58,6,0,7,3232235933,5076.0,10.0,15.0,3.0
58,0,0,7,3232235933,3782.0,3.0,15.0,3.0
58,8,0,7,3232235933,1364.0,1.0,15.0,3.0
56,7,0,1,3232235949,1046.0,1.0,12.0,4.0
56,6,0,1,3232235949,4096.0,7.0,12.0,4.0
56,0,0,1,3232235949,2105.0,8.0,12.0,4.0
56,8,0,1,3232235949,1337.0,1.0,12.0,4.0
44,7,0,8,3232236004,1670.0,1.0,13.0,4.0
44,6,0,8,3232236004,2255.0,9.0,13.0,4.0
44,0,0,8,3232236004,1583.0,10.0,13.0,4.0
35,7,0,7,3232235875,464.0,1.0,13.0,4.0
44,8,0,8,3232236004,1380.0,1.0,13.0,4.0
35,6,0,7,3232235875,3527.0,4.0,13.0,4.0
35,0,0,7,3232235875,5143.0,2.0,13.0,4.0
48,7,0,1,3232235975,718.0,1.0,13.0,4.0
35,8,0,7,3232235875,1483.0,1.0,13.0,4.0
48,6,0,1,3232235975,5934.0,1.0,13.0,4.0
48,5,0,1,3232235975,2430.0,8.0,13.0,4.0
48,2,0,1,3232235975,2694.0,10.0,13.0,4.0
48,9,0,1,3232235975,1579.0,6.0,13.0,4.0
48,8,0,1,3232235975,344.0,1.0,13.0,4.0
78,7,0,8,3232235887,1008.0,1.0,10.0,5.0
78,6,0,8,3232235887,1762.0,9.0,10.0,5.0
78,0,0,8,3232235887,3701.0,3.0,10.0,5.0
78,8,0,8,3232235887,254.0,1.0,10.0,5.0
56,7,0,1,3232235949,1347.0,1.0,12.0,5.0
56,6,0,1,3232235949,1580.0,8.0,12.0,5.0
56,0,0,1,3232235949,1023.0,2.0,12.0,5.0
56,8,0,1,3232235949,486.0,1.0,12.0,5.0
63,7,0,8,3232235834,625.0,1.0,12.0,5.0
63,6,0,8,3232235834,4395.0,6.0,12.0,5.0
63,0,0,8,3232235834,3258.0,2.0,12.0,5.0
63,8,0,8,3232235834,583.0,1.0,12.0,5.0
85,7,0,1,3232235980,379.0,1.0,14.0,5.0
85,6,0,1,3232235980,622.0,10.0,14.0,5.0
85,5,0,1,3232235980,6524.0,10.0,14.0,5.0
85,2,0,1,3232235980,10922.0,4.0,14.0,5.0
85,9,0,1,3232235980,2218.0,10.0,14.0,5.0
85,8,0,1,3232235980,401.0,1.0,14.0,5.0
24,7,1,8,3232235784,1180.0,1.0,8.0,6.0
24,6,0,8,3232235784,3413.0,10.0,8.0,6.0
24,0,0,8,3232235784,3146.0,5.0,8.0,6.0
24,8,0,8,3232235784,895.0,1.0,8.0,6.0
78,7,0,8,3232235887,701.0,1.0,12.0,6.0
78,6,0,8,3232235887,1408.0,5.0,12.0,6.0
78,0,0,8,3232235887,5162.0,9.0,12.0,6.0
78,8,0,8,3232235887,1211.0,1.0,12.0,6.0
41,7,0,7,3232236027,1458.0,1.0,14.0,6.0
41,6,0,7,3232236027,2968.0,3.0,14.0,6.0
41,0,0,7,3232236027,1528.0,4.0,14.0,6.0
41,8,0,7,3232236027,841.0,1.0,14.0,6.0
85,7,0,1,3232235980,774.0,1.0,15.0,6.0
85,6,0,1,3232235980,4827.0,1.0,15.0,6.0
85,5,0,1,3232235980,3957.0,10.0,15.0,6.0
85,2,0,1,3232235980,6674.0,9.0,15.0,6.0
85,9,0,1,3232235980,2040.0,5.0,16.0,6.0
85,8,0,1,3232235980,1054.0,1.0,16.0,6.0
84,7,0,7,3232235817,411.0,1.0,7.0,0.0
84,1,0,7,3232235817,1446.0,4.0,7.0,0.0
84,4,0,7,3232235817,3372.0,2.0,7.0,0.0
84,3,0,7,3232235817,2274.0,4.0,7.0,0.0
84,8,0,7,3232235817,942.0,1.0,7.0,0.0
85,7,0,1,3232235980,1331.0,1.0,7.0,0.0
85,6,0,1,3232235980,3361.0,4.0,7.0,0.0
85,5,0,1,3232235980,6179.0,6.0,7.0,0.0
85,2,0,1,3232235980,9926.0,6.0,7.0,0.0
85,9,0,1,3232235980,4025.0,4.0,7.0,0.0
85,8,0,1,3232235980,1295.0,1.0,7.0,0.0
83,7,0,7,3232235998,1913.0,1.0,10.0,0.0
83,6,0,7,3232235998,2026.0,5.0,10.0,0.0
83,0,0,7,3232235998,806.0,1.0,10.0,0.0
83,8,0,7,3232235998,811.0,1.0,10.0,0.0
72,7,0,0,3232235879,1190.0,1.0,13.0,0.0
72,6,0,0,3232235879,762.0,9.0,13.0,0.0
72,0,0,0,3232235879,3030.0,1.0,13.0,0.0
72,8,0,0,3232235879,1102.0,1.0,13.0,0.0
28,7,0,8,3232235849,925.0,1.0,15.0,0.0
28,6,0,8,3232235849,2326.0,1.0,15.0,0.0
28,0,0,8,3232235849,5906.0,4.0,15.0,0.0
28,8,0,8,3232235849,1016.0,1.0,15.0,0.0
32,7,0,4,3232235817,1358.0,1.0,9.0,1.0
32,6,0,4,3232235817,5409.0,10.0,9.0,1.0
32,0,0,4,3232235817,5723.0,1.0,9.0,1.0
32,8,0,4,3232235817,780.0,1.0,9.0,1.0
76,7,1,8,3232235915,1056.0,1.0,10.0,1.0
76,6,0,8,3232235915,850.0,4.0,11.0,1.0
76,0,0,8,3232235915,4742.0,6.0,11.0,1.0
76,8,0,8,3232235915,994.0,1.0,11.0,1.0
81,7,0,1,3232235908,1235.0,1.0,11.0,1.0
81,6,0,1,3232235908,1147.0,9.0,12.0,1.0
81,0,0,1,3232235908,5531.0,10.0,12.0,1.0
81,8,0,1,3232235908,952.0,1.0,12.0,1.0
73,7,0,0,3232235814,1819.0,1.0,12.0,1.0
73,6,0,0,3232235814,5240.0,9.0,12.0,1.0
73,0,0,0,3232235814,5170.0,3.0,12.0,1.0
73,8,0,0,3232235814,971.0,1.0,12.0,1.0
80,7,0,4,3232235834,629.0,1.0,14.0,1.0
80,6,0,4,3232235834,546.0,6.0,14.0,1.0
80,0,0,4,3232235834,4320.0,3.0,14.0,1.0
80,8,0,4,3232235834,281.0,1.0,14.0,1.0
54,7,0,4,3232235819,1816.0,1.0,15.0,1.0
54,6,0,4,3232235819,1945.0,9.0,15.0,1.0
54,5,0,4,3232235819,4623.0,6.0,15.0,1.0
54,2,0,4,3232235819,6505.0,3.0,15.0,1.0
54,9,0,4,3232235819,8429.0,4.0,15.0,1.0
54,8,0,4,3232235819,747.0,1.0,15.0,1.0
68,7,0,4,3232235794,1107.0,1.0,15.0,1.0
68,6,0,4,3232235794,1302.0,8.0,15.0,1.0
68,0,0,4,3232235794,4557.0,4.0,15.0,1.0
68,8,0,4,3232235794,370.0,1.0,15.0,1.0
49,7,0,4,3232236030,1380.0,1.0,16.0,1.0
49,6,0,4,3232236030,3109.0,5.0,16.0,1.0
49,0,0,4,3232236030,4036.0,3.0,16.0,1.0
49,8,0,4,3232236030,503.0,1.0,16.0,1.0
46,7,0,1,3232235958,1447.0,1.0,10.0,2.0
46,6,0,1,3232235958,4749.0,3.0,10.0,2.0
46,0,0,1,3232235958,5864.0,2.0,10.0,2.0
46,8,0,1,3232235958,1346.0,1.0,10.0,2.0
43,7,1,8,3232235853,954.0,1.0,10.0,2.0
43,6,0,8,3232235853,3674.0,7.0,11.0,2.0
43,0,0,8,3232235853,657.0,9.0,11.0,2.0
43,8,0,8,3232235853,793.0,1.0,11.0,2.0
35,7,0,7,3232235875,1278.0,1.0,11.0,2.0
35,6,0,7,3232235875,4359.0,8.0,11.0,2.0
35,0,0,7,3232235875,3475.0,9.0,11.0,2.0
35,8,0,7,3232235875,1338.0,1.0,11.0,2.0
20,7,0,8,3232235886,1269.0,1.0,12.0,2.0
20,6,0,8,3232235886,799.0,4.0,12.0,2.0
20,0,0,8,3232235886,2843.0,6.0,12.0,2.0
20,8,0,8,3232235886,297.0,1.0,12.0,2.0
84,7,0,7,3232235817,727.0,1.0,14.0,2.0
84,1,0,7,3232235817,1893.0,5.0,14.0,2.0
84,4,0,7,3232235817,8045.0,6.0,14.0,2.0
84,3,0,7,3232235817,2560.0,6.0,14.0,2.0
84,8,0,7,3232235817,1464.0,1.0,15.0,2.0
63,7,0,8,3232235834,632.0,1.0,10.0,3.0
63,6,0,8,3232235834,1965.0,1.0,10.0,3.0
63,0,0,8,3232235834,3937.0,5.0,10.0,3.0
63,8,0,8,3232235834,833.0,1.0,10.0,3.0
62,7,0,4,3232236014,850.0,1.0,11.0,3.0
62,6,0,4,3232236014,1738.0,2.0,11.0,3.0
62,0,0,4,3232236014,1202.0,6.0,11.0,3.0
62,8,0,4,3232236014,1308.0,1.0,11.0,3.0
64,7,0,4,3232235993,1914.0,1.0,14.0,3.0
64,6,0,4,3232235993,3324.0,4.0,14.0,3.0
64,0,0,4,3232235993,5882.0,2.0,14.0,3.0
64,8,0,4,3232235993,1391.0,1.0,14.0,3.0
51,7,0,1,3232235999,1666.0,1.0,10.0,4.0
51,6,0,1,3232235999,1063.0,5.0,10.0,4.0
51,0,0,1,3232235999,2934.0,7.0,10.0,4.0
51,8,0,1,3232235999,980.0,1.0,10.0,4.0
40,7,0,0,3232235915,716.0,1.0,14.0,4.0
40,6,0,0,3232235915,2180.0,10.0,14.0,4.0
40,0,0,0,3232235915,2933.0,10.0,15.0,4.0
40,8,0,0,3232235915,377.0,1.0,15.0,4.0
86,7,0,0,3232235930,1645.0,1.0,16.0,4.0
86,6,0,0,3232235930,4494.0,3.0,16.0,4.0
86,0,0,0,3232235930,3017.0,8.0,16.0,4.0
86,8,0,0,3232235930,1153.0,1.0,16.0,4.0
29,7,0,7,3232235972,541.0,1.0,9.0,5.0
29,6,0,7,3232235972,3859.0,8.0,9.0,5.0
29,0,0,7,3232235972,5908.0,3.0,9.0,5.0
29,8,0,7,3232235972,309.0,1.0,9.0,5.0
46,7,0,1,3232235958,1825.0,1.0,10.0,5.0
46,6,0,1,3232235958,2236.0,5.0,10.0,5.0
46,0,0,1,3232235958,4367.0,5.0,10.0,5.0
46,8,0,1,3232235958,1442.0,1.0,10.0,5.0
