user_id,activity,status,device,ip_address,duration_ms,object_count,hour,day_of_week,source_type,source_id,candidate_type
86.0,Login,Berhasil,Android,Private Network 192.168.x.x,5.932245187448011,0.6931471805599453,18,2,SYNTHETIC,synth_23,NORMAL
86.0,Kelola Perkara,Berhasil,Android,Private Network 192.168.x.x,8.27893600229198,1.3862943611198906,18,2,SYNTHETIC,synth_24,NORMAL
86.0,Akses Berkas,Berhasil,Android,Private Network 192.168.x.x,7.949797216161852,2.302585092994046,18,2,SYNTHETIC,synth_25,NORMAL
86.0,Logout,Berhasil,Android,Private Network 192.168.x.x,7.016609683894219,0.6931471805599453,18,2,SYNTHETIC,synth_26,NORMAL
80.0,Login,Berhasil,PC Windows,Public IP Address,7.423568444259167,0.6931471805599453,19,2,SYNTHETIC,synth_27,ANOMALY
80.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,8.514389264083503,1.3862943611198906,19,2,SYNTHETIC,synth_28,NORMAL
80.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.618123909994678,0.6931471805599453,19,2,SYNTHETIC,synth_29,NORMAL
80.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,6.871091294610546,0.6931471805599453,19,2,SYNTHETIC,synth_30,NORMAL
6.0,Login,Gagal,PC Windows,Private Network 192.168.x.x,6.960347729101308,0.6931471805599453,19,2,SYNTHETIC,synth_31,NORMAL
6.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,2.0794415416798357,1.6094379124341003,19,2,SYNTHETIC,synth_32,ANOMALY
6.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.28576542051433,1.9459101490553132,19,2,SYNTHETIC,synth_33,NORMAL
6.0,Kelola Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,7.918264686095274,1.791759469228055,19,2,SYNTHETIC,synth_34,NORMAL
6.0,Verifikasi,Berhasil,PC Windows,Private Network 192.168.x.x,8.967121656230923,0.6931471805599453,19,2,SYNTHETIC,synth_35,NORMAL
6.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,6.697034247666484,0.6931471805599453,19,2,SYNTHETIC,synth_36,NORMAL
33.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,7.466227556215481,0.6931471805599453,21,2,SYNTHETIC,synth_37,NORMAL
33.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,7.201170883281678,2.1972245773362196,21,2,SYNTHETIC,synth_38,NORMAL
33.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.299783171949787,1.6094379124341003,21,2,SYNTHETIC,synth_39,NORMAL
33.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,6.7661917146603505,0.6931471805599453,22,2,SYNTHETIC,synth_40,NORMAL
43.0,Login,Berhasil,iOS,Private Network 192.168.x.x,7.351158226430694,0.6931471805599453,22,2,SYNTHETIC,synth_41,NORMAL
43.0,Kelola Perkara,Berhasil,iOS,Private Network 192.168.x.x,8.624791202014256,2.1972245773362196,22,2,SYNTHETIC,synth_42,NORMAL
43.0,Akses Berkas,Berhasil,iOS,Private Network 192.168.x.x,6.738152494595957,2.302585092994046,22,2,SYNTHETIC,synth_43,NORMAL
43.0,Logout,Berhasil,iOS,Private Network 192.168.x.x,7.286191714702382,0.6931471805599453,22,2,SYNTHETIC,synth_44,NORMAL
61.0,Kelola Perkara,Berhasil,Android,Private Network 192.168.x.x,8.115819701211327,2.0794415416798357,22,2,SYNTHETIC,synth_45,NORMAL
61.0,Akses Berkas,Berhasil,Android,Private Network 192.168.x.x,8.683046555502886,1.9459101490553132,22,2,SYNTHETIC,synth_46,NORMAL
61.0,Logout,Berhasil,Android,Private Network 192.168.x.x,7.094234845924755,0.6931471805599453,22,2,SYNTHETIC,synth_47,NORMAL
6.0,Login,Gagal,PC Windows,Private Network 192.168.x.x,7.367708572374371,0.6931471805599453,22,2,SYNTHETIC,synth_48,NORMAL
6.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,8.471358655072438,2.0794415416798357,22,2,SYNTHETIC,synth_49,NORMAL
6.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.549466751966532,2.0794415416798357,22,2,SYNTHETIC,synth_50,NORMAL
6.0,Kelola Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.871365005136852,1.6094379124341003,22,2,SYNTHETIC,synth_51,NORMAL
6.0,Verifikasi,Berhasil,PC Windows,Private Network 192.168.x.x,9.120306249272202,1.0986122886681098,22,2,SYNTHETIC,synth_52,NORMAL
6.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,6.84587987526405,0.6931471805599453,23,2,SYNTHETIC,synth_53,NORMAL
49.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,6.963189985870238,0.6931471805599453,14,3,SYNTHETIC,synth_54,NORMAL
49.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,6.76849321164863,1.3862943611198906,14,3,SYNTHETIC,synth_55,NORMAL
49.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,7.805474625270857,1.0986122886681098,14,3,SYNTHETIC,synth_56,NORMAL
49.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,5.720311776607412,0.6931471805599453,14,3,SYNTHETIC,synth_57,NORMAL
38.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,7.080867896690782,0.6931471805599453,14,3,SYNTHETIC,synth_58,NORMAL
38.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,7.271703706887368,0.6931471805599453,14,3,SYNTHETIC,synth_59,NORMAL
38.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,6.61338421837956,2.302585092994046,14,3,SYNTHETIC,synth_60,NORMAL
38.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,7.309212365692763,0.6931471805599453,14,3,SYNTHETIC,synth_61,NORMAL
25.0,Login,Berhasil,iOS,Private Network 192.168.x.x,5.8805329864007,0.6931471805599453,14,3,SYNTHETIC,synth_62,NORMAL
25.0,Kelola Perkara,Berhasil,iOS,Private Network 192.168.x.x,7.4949862339505335,2.302585092994046,14,3,SYNTHETIC,synth_63,NORMAL
25.0,Akses Berkas,Berhasil,iOS,Private Network 192.168.x.x,7.45876269238096,2.0794415416798357,14,3,SYNTHETIC,synth_64,NORMAL
25.0,Logout,Berhasil,iOS,Private Network 192.168.x.x,7.067319848653476,0.6931471805599453,15,3,SYNTHETIC,synth_65,NORMAL
50.0,Login,Gagal,PC Windows,Private Network 192.168.x.x,6.555356891810665,0.6931471805599453,15,3,SYNTHETIC,synth_66,NORMAL
50.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,8.432288684325794,2.0794415416798357,15,3,SYNTHETIC,synth_67,NORMAL
50.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.693328989123106,1.3862943611198906,15,3,SYNTHETIC,synth_68,NORMAL
50.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,7.155396301896734,0.6931471805599453,15,3,SYNTHETIC,synth_69,NORMAL
54.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,7.310550158534422,0.6931471805599453,16,3,SYNTHETIC,synth_70,NORMAL
54.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,8.469052816088302,2.302585092994046,16,3,SYNTHETIC,synth_71,NORMAL
54.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.14351740579748,2.0794415416798357,16,3,SYNTHETIC,synth_72,NORMAL
54.0,Kelola Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.97423821949758,2.3978952727983707,16,3,SYNTHETIC,synth_73,NORMAL
54.0,Verifikasi,Berhasil,PC Windows,Private Network 192.168.x.x,8.635153989049803,2.302585092994046,16,3,SYNTHETIC,synth_74,NORMAL
54.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,7.221105098182496,0.6931471805599453,16,3,SYNTHETIC,synth_75,NORMAL
78.0,Login,Berhasil,iOS,Private Network 192.168.x.x,7.288927694521257,0.6931471805599453,16,3,SYNTHETIC,synth_76,NORMAL
78.0,Kelola Perkara,Berhasil,iOS,Private Network 192.168.x.x,6.238324625039508,2.1972245773362196,16,3,SYNTHETIC,synth_77,NORMAL
78.0,Akses Berkas,Berhasil,iOS,Private Network 192.168.x.x,7.642524134232902,1.3862943611198906,16,3,SYNTHETIC,synth_78,NORMAL
78.0,Logout,Berhasil,iOS,Public IP Address,6.0473721790462776,0.6931471805599453,16,3,SYNTHETIC,synth_79,ANOMALY
36.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,7.599401333415815,0.6931471805599453,18,3,SYNTHETIC,synth_80,NORMAL
36.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,8.200288260287554,1.9459101490553132,18,3,SYNTHETIC,synth_81,NORMAL
36.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,7.768110378525988,1.791759469228055,18,3,SYNTHETIC,synth_82,NORMAL
36.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,7.090076835776092,3.8501476017100584,18,3,SYNTHETIC,synth_83,ANOMALY
70.0,Login,Berhasil,iOS,Private Network 192.168.x.x,7.365812837209472,0.6931471805599453,18,3,SYNTHETIC,synth_84,NORMAL
70.0,Kelola Perkara,Berhasil,iOS,Private Network 192.168.x.x,8.65434302956347,2.302585092994046,18,3,SYNTHETIC,synth_85,NORMAL
70.0,Akses Berkas,Berhasil,iOS,Private Network 192.168.x.x,8.610501368549889,1.6094379124341003,18,3,SYNTHETIC,synth_86,NORMAL
70.0,Logout,Berhasil,iOS,Private Network 192.168.x.x,6.2422232654551655,0.6931471805599453,18,3,SYNTHETIC,synth_87,NORMAL
6.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,7.506591780070841,0.6931471805599453,20,3,SYNTHETIC,synth_88,NORMAL
6.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,7.564757012905729,1.0986122886681098,20,3,SYNTHETIC,synth_89,NORMAL
6.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.216628493133443,1.791759469228055,20,3,SYNTHETIC,synth_90,NORMAL
6.0,Kelola Berkas,Berhasil,Linux,Private Network 192.168.x.x,8.583355393669907,1.9459101490553132,20,3,SYNTHETIC,synth_91,ANOMALY
6.0,Verifikasi,Berhasil,PC Windows,Private Network 192.168.x.x,7.141245122350491,4.564348191467836,20,3,SYNTHETIC,synth_92,ANOMALY
6.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,7.238496840894365,0.6931471805599453,20,3,SYNTHETIC,synth_93,NORMAL
6.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,6.63200177739563,0.6931471805599453,20,3,SYNTHETIC,synth_94,NORMAL
6.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,8.066835314417336,1.3862943611198906,20,3,SYNTHETIC,synth_95,NORMAL
6.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,7.095893221097532,2.0794415416798357,20,3,SYNTHETIC,synth_96,NORMAL
6.0,Kelola Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.922391597295857,0.6931471805599453,20,3,SYNTHETIC,synth_97,NORMAL
6.0,Verifikasi,Gagal,PC Windows,Private Network 192.168.x.x,8.778017809698136,2.302585092994046,20,3,SYNTHETIC,synth_98,NORMAL
6.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,7.018401799069201,0.6931471805599453,20,3,SYNTHETIC,synth_99,NORMAL
50.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,6.90975328164481,0.6931471805599453,21,3,SYNTHETIC,synth_100,NORMAL
50.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,8.525558107747866,1.3862943611198906,21,3,SYNTHETIC,synth_101,NORMAL
50.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,7.9355873855892,0.6931471805599453,21,3,SYNTHETIC,synth_102,NORMAL
50.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,6.583409222158765,0.6931471805599453,21,3,SYNTHETIC,synth_103,NORMAL
34.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,7.333023014386481,0.6931471805599453,21,3,SYNTHETIC,synth_104,NORMAL
34.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,7.666690200080086,1.0986122886681098,21,3,SYNTHETIC,synth_105,NORMAL
34.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,6.566672429803241,1.6094379124341003,21,3,SYNTHETIC,synth_106,NORMAL
62.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,7.466227556215481,0.6931471805599453,21,3,SYNTHETIC,synth_107,NORMAL
62.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,7.6324011266014535,2.302585092994046,21,3,SYNTHETIC,synth_108,NORMAL
62.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.687273461787838,1.9459101490553132,21,3,SYNTHETIC,synth_109,NORMAL
62.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,7.313220387090301,0.6931471805599453,21,3,SYNTHETIC,synth_110,NORMAL
34.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,6.309918278226516,0.6931471805599453,21,3,SYNTHETIC,synth_111,NORMAL
79.0,Login,Berhasil,iOS,Private Network 192.168.x.x,6.517671272912275,0.6931471805599453,22,3,SYNTHETIC,synth_112,NORMAL
79.0,Kelola Perkara,Berhasil,iOS,Private Network 192.168.x.x,8.170468578330674,1.3862943611198906,22,3,SYNTHETIC,synth_113,NORMAL
79.0,Akses Berkas,Berhasil,iOS,Private Network 192.168.x.x,8.495560891289124,1.9459101490553132,22,3,SYNTHETIC,synth_114,NORMAL
79.0,Logout,Berhasil,iOS,Private Network 192.168.x.x,5.857933154483459,0.6931471805599453,22,3,SYNTHETIC,synth_115,NORMAL
77.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,6.928537818164665,0.6931471805599453,22,3,SYNTHETIC,synth_116,NORMAL
77.0,Kelola Perkara,Berhasil,PC Windows,Public IP Address,8.248790733696413,1.791759469228055,22,3,SYNTHETIC,synth_117,ANOMALY
26.0,Login,Berhasil,iOS,Private Network 192.168.x.x,6.577861357721047,0.6931471805599453,22,3,SYNTHETIC,synth_118,NORMAL
77.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,7.018401799069201,2.302585092994046,22,3,SYNTHETIC,synth_119,NORMAL
26.0,Kelola Perkara,Berhasil,iOS,Private Network 192.168.x.x,6.566672429803241,1.6094379124341003,22,3,SYNTHETIC,synth_120,NORMAL
77.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,6.391917113392602,0.6931471805599453,22,3,SYNTHETIC,synth_121,NORMAL
26.0,Akses Berkas,Berhasil,iOS,Private Network 192.168.x.x,8.266678443305896,2.302585092994046,22,3,SYNTHETIC,synth_122,NORMAL
26.0,Logout,Berhasil,iOS,Private Network 192.168.x.x,5.564520407322694,0.6931471805599453,22,3,SYNTHETIC,synth_123,NORMAL
71.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,6.670766320845874,0.6931471805599453,9,4,SYNTHETIC,synth_124,ANOMALY
71.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,7.130098510125578,0.6931471805599453,14,4,SYNTHETIC,synth_125,NORMAL
71.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.282735880201754,0.6931471805599453,14,4,SYNTHETIC,synth_126,NORMAL
71.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,5.438079308923196,0.6931471805599453,14,4,SYNTHETIC,synth_127,NORMAL
20.0,Login,Berhasil,iOS,Private Network 192.168.x.x,7.045776576879511,0.6931471805599453,15,4,SYNTHETIC,synth_128,NORMAL
20.0,Kelola Perkara,Berhasil,iOS,Private Network 192.168.x.x,7.029087564149662,2.302585092994046,15,4,SYNTHETIC,synth_129,NORMAL
20.0,Akses Berkas,Berhasil,iOS,Private Network 192.168.x.x,8.62191350218664,1.3862943611198906,15,4,SYNTHETIC,synth_130,NORMAL
20.0,Logout,Berhasil,iOS,Private Network 192.168.x.x,6.267200548541362,0.6931471805599453,15,4,SYNTHETIC,synth_131,NORMAL
26.0,Login,Berhasil,iOS,Private Network 192.168.x.x,7.588829878307813,0.6931471805599453,15,4,SYNTHETIC,synth_132,NORMAL
26.0,Kelola Perkara,Berhasil,iOS,Private Network 192.168.x.x,8.190077049719049,0.6931471805599453,15,4,SYNTHETIC,synth_133,NORMAL
26.0,Akses Berkas,Berhasil,iOS,Private Network 192.168.x.x,7.887208585813932,2.302585092994046,16,4,SYNTHETIC,synth_134,NORMAL
26.0,Logout,Berhasil,iOS,Private Network 192.168.x.x,7.298445101508147,0.6931471805599453,16,4,SYNTHETIC,synth_135,NORMAL
61.0,Login,Berhasil,Android,Private Network 192.168.x.x,7.1929342212158,0.6931471805599453,19,4,SYNTHETIC,synth_136,NORMAL
61.0,Kelola Perkara,Berhasil,Android,Private Network 192.168.x.x,8.607216694063826,1.791759469228055,19,4,SYNTHETIC,synth_137,NORMAL
61.0,Akses Berkas,Berhasil,Android,Private Network 192.168.x.x,8.848939995030118,1.791759469228055,19,4,SYNTHETIC,synth_138,ANOMALY
61.0,Logout,Berhasil,Android,Private Network 192.168.x.x,7.074116816197362,0.6931471805599453,19,4,SYNTHETIC,synth_139,NORMAL
84.0,Login,Gagal,PC Windows,Private Network 192.168.x.x,6.811244378601294,0.6931471805599453,20,4,SYNTHETIC,synth_140,NORMAL
84.0,Laporan & Anomali,Berhasil,PC Windows,Private Network 192.168.x.x,7.571473648851271,1.0986122886681098,20,4,SYNTHETIC,synth_141,NORMAL
84.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.909775673693389,2.0794415416798357,20,4,SYNTHETIC,synth_142,NORMAL
84.0,Laporan & Anomali,Berhasil,PC Windows,Private Network 192.168.x.x,8.660947155060933,2.0794415416798357,20,4,SYNTHETIC,synth_143,NORMAL
84.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,6.137727054086234,0.6931471805599453,20,4,SYNTHETIC,synth_144,NORMAL
44.0,Login,Berhasil,iOS,Private Network 192.168.x.x,7.592870287844818,0.6931471805599453,21,4,SYNTHETIC,synth_145,NORMAL
44.0,Kelola Perkara,Berhasil,iOS,Private Network 192.168.x.x,8.263590432617319,1.791759469228055,21,4,SYNTHETIC,synth_146,NORMAL
44.0,Akses Berkas,Berhasil,iOS,Private Network 192.168.x.x,8.21554741194707,0.6931471805599453,21,4,SYNTHETIC,synth_147,NORMAL
44.0,Logout,Berhasil,iOS,Private Network 192.168.x.x,7.24422751560335,0.6931471805599453,21,4,SYNTHETIC,synth_148,NORMAL
50.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,7.046647277848756,0.6931471805599453,21,4,SYNTHETIC,synth_149,NORMAL
50.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,8.589327789175437,2.302585092994046,21,4,SYNTHETIC,synth_150,NORMAL
50.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.373322820996535,1.6094379124341003,21,4,SYNTHETIC,synth_151,NORMAL
50.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,7.15305163493748,0.6931471805599453,21,4,SYNTHETIC,synth_152,NORMAL
77.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,7.568379267836522,0.6931471805599453,22,4,SYNTHETIC,synth_153,NORMAL
77.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,6.421622267806518,1.6094379124341003,22,4,SYNTHETIC,synth_154,NORMAL
77.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,7.38025578842646,1.3862943611198906,22,4,SYNTHETIC,synth_155,NORMAL
77.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,6.018593214496234,0.6931471805599453,22,4,SYNTHETIC,synth_156,NORMAL
45.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,7.522400231387125,0.6931471805599453,23,4,SYNTHETIC,synth_157,NORMAL
45.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,7.875119281040293,0.6931471805599453,23,4,SYNTHETIC,synth_158,NORMAL
45.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,7.484930283289661,1.9459101490553132,23,4,SYNTHETIC,synth_159,NORMAL
45.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,7.2875606403097235,0.6931471805599453,23,4,SYNTHETIC,synth_160,NORMAL
27.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,7.146772179452637,0.6931471805599453,12,5,SYNTHETIC,synth_161,ANOMALY
78.0,Login,Berhasil,iOS,Private Network 192.168.x.x,7.3453648404168685,0.6931471805599453,19,5,SYNTHETIC,synth_162,NORMAL
78.0,Kelola Perkara,Berhasil,iOS,Private Network 192.168.x.x,7.659642954564682,1.9459101490553132,19,5,SYNTHETIC,synth_163,NORMAL
78.0,Akses Berkas,Berhasil,iOS,Private Network 192.168.x.x,8.351610750626559,2.0794415416798357,19,5,SYNTHETIC,synth_164,NORMAL
78.0,Logout,Berhasil,iOS,Private Network 192.168.x.x,7.1180162044653335,0.6931471805599453,19,5,SYNTHETIC,synth_165,NORMAL
27.0,Kelola Perkara,Berhasil,Linux,Private Network 192.168.x.x,8.603737792816423,2.0794415416798357,20,5,SYNTHETIC,synth_166,ANOMALY
27.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.08886878916199,1.9459101490553132,20,5,SYNTHETIC,synth_167,NORMAL
27.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,6.805722553416985,0.6931471805599453,20,5,SYNTHETIC,synth_168,NORMAL
6.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,7.055312843339752,0.6931471805599453,21,5,SYNTHETIC,synth_169,NORMAL
6.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,7.190676034332207,1.791759469228055,21,5,SYNTHETIC,synth_170,NORMAL
6.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,4.418840607796598,1.6094379124341003,21,5,SYNTHETIC,synth_171,ANOMALY
6.0,Kelola Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.886547412512042,2.3978952727983707,21,5,SYNTHETIC,synth_172,NORMAL
6.0,Verifikasi,Berhasil,PC Windows,Private Network 192.168.x.x,8.715059959545654,2.0794415416798357,21,5,SYNTHETIC,synth_173,NORMAL
6.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,7.1891677384203225,0.6931471805599453,21,5,SYNTHETIC,synth_174,NORMAL
71.0,Login,Berhasil,PC Windows,Public IP Address,7.59488438721652,0.6931471805599453,21,5,SYNTHETIC,synth_175,ANOMALY
71.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,7.893198869544609,1.9459101490553132,21,5,SYNTHETIC,synth_176,NORMAL
71.0,Akses Berkas,Berhasil,PC Windows,Private Network 192.168.x.x,8.651024539049757,1.9459101490553132,21,5,SYNTHETIC,synth_177,NORMAL
71.0,Logout,Berhasil,PC Windows,Private Network 192.168.x.x,7.076653815443951,0.6931471805599453,21,5,SYNTHETIC,synth_178,NORMAL
20.0,Login,Berhasil,iOS,Private Network 192.168.x.x,5.948034989180646,0.6931471805599453,22,5,SYNTHETIC,synth_179,NORMAL
20.0,Kelola Perkara,Berhasil,iOS,Private Network 192.168.x.x,7.029972911706386,0.6931471805599453,22,5,SYNTHETIC,synth_180,NORMAL
20.0,Akses Berkas,Berhasil,iOS,Private Network 192.168.x.x,8.59007183682881,1.3862943611198906,22,5,SYNTHETIC,synth_181,NORMAL
20.0,Logout,Berhasil,iOS,Private Network 192.168.x.x,6.18826412308259,0.6931471805599453,22,5,SYNTHETIC,synth_182,NORMAL
64.0,Login,Berhasil,PC Windows,Private Network 192.168.x.x,6.601230118728877,0.6931471805599453,23,5,SYNTHETIC,synth_183,NORMAL
64.0,Kelola Perkara,Berhasil,PC Windows,Private Network 192.168.x.x,8.67470962929122,2.3978952727983707,23,5,SYNTHETIC,synth_184,NORMAL
